dataset,seed,arm,k,p,budget,mean_weight,amplification,balanced,f1
EColi,1,random_live,4,0.05,1000.0,2.75,1.2122878488129945,0.6946526804012512,0.5263157894736842
EColi,1,random_live,4,0.05,10000.0,2.75,1.2122878488129945,0.6946526804012512,0.5263157894736842
EColi,1,random_live,4,0.05,inf,2.75,1.2122878488129945,0.6946526804012512,0.5263157894736842
EColi,1,random_live,4,0.1,1000.0,2.75,1.4996848849830187,0.6946526804012512,0.5263157894736842
EColi,1,random_live,4,0.1,10000.0,2.75,1.4996848849830187,0.6946526804012512,0.5263157894736842
EColi,1,random_live,4,0.1,inf,2.75,1.4996848849830187,0.6946526804012512,0.5263157894736842
EColi,1,random_live,4,0.2,1000.0,2.75,2.4731917218769204,0.6946526804012512,0.5263157894736842
EColi,1,random_live,4,0.2,10000.0,2.75,2.4731917218769204,0.6946526804012512,0.5263157894736842
EColi,1,random_live,4,0.2,inf,2.75,2.4731917218769204,0.6946526804012512,0.5263157894736842
EColi,1,random_live,8,0.0,1000.0,2.875,1.0,0.7719232013806493,0.6412213740458015
EColi,1,random_live,8,0.0,10000.0,2.875,1.0,0.7719232013806493,0.6412213740458015
EColi,1,random_live,8,0.0,inf,2.875,1.0,0.7719232013806493,0.6412213740458015
EColi,1,random_live,8,0.01,1000.0,2.875,1.0394257333681578,0.7719232013806493,0.6412213740458015
EColi,1,random_live,8,0.01,10000.0,2.875,1.0394257333681578,0.7719232013806493,0.6412213740458015
EColi,1,random_live,8,0.01,inf,2.875,1.0394257333681578,0.7719232013806493,0.6412213740458015
EColi,1,random_live,8,0.05,1000.0,2.875,1.2218541753436067,0.7719232013806493,0.6412213740458015
EColi,1,random_live,8,0.05,10000.0,2.875,1.2218541753436067,0.7719232013806493,0.6412213740458015
EColi,1,random_live,8,0.05,inf,2.875,1.2218541753436067,0.7719232013806493,0.6412213740458015
EColi,1,random_live,8,0.1,1000.0,2.875,1.5218742340954448,0.7719232013806493,0.6412213740458015
EColi,1,random_live,8,0.1,10000.0,2.875,1.5218742340954448,0.7719232013806493,0.6412213740458015
EColi,1,random_live,8,0.1,inf,2.875,1.5218742340954448,0.7719232013806493,0.6412213740458015
EColi,1,random_live,8,0.2,1000.0,2.875,2.535175192951301,0.7719232013806493,0.6412213740458015
EColi,1,random_live,8,0.2,10000.0,2.875,2.535175192951301,0.7719232013806493,0.6412213740458015
EColi,1,random_live,8,0.2,inf,2.875,2.535175192951301,0.7719232013806493,0.6412213740458015
EColi,1,random_live,16,0.0,1000.0,2.8125,1.0,0.7807005716751159,0.6376811594202898
EColi,1,random_live,16,0.0,10000.0,2.8125,1.0,0.8139628950490778,0.6805555555555556
EColi,1,random_live,16,0.0,inf,2.8125,1.0,0.8139628950490778,0.6805555555555556
EColi,1,random_live,16,0.01,1000.0,2.8125,1.0385348659846994,0.8090820839175925,0.6808510638297872
EColi,1,random_live,16,0.01,10000.0,2.8125,1.0385348659846994,0.8139628950490778,0.6805555555555556
EColi,1,random_live,16,0.01,inf,2.8125,1.0385348659846994,0.8139628950490778,0.6805555555555556
EColi,1,random_live,16,0.05,1000.0,2.8125,1.2160216446272387,0.8120348398231043,0.6956521739130435
EColi,1,random_live,16,0.05,10000.0,2.8125,1.2160216446272387,0.8139628950490778,0.6805555555555556
EColi,1,random_live,16,0.05,inf,2.8125,1.2160216446272387,0.8139628950490778,0.6805555555555556
EColi,1,random_live,16,0.1,1000.0,2.8125,1.505396344665803,0.8139628950490778,0.6805555555555556
EColi,1,random_live,16,0.1,10000.0,2.8125,1.505396344665803,0.8139628950490778,0.6805555555555556
EColi,1,random_live,16,0.1,inf,2.8125,1.505396344665803,0.8139628950490778,0.6805555555555556
EColi,1,random_live,16,0.2,1000.0,2.8125,2.4662762106413494,0.8139628950490778,0.6805555555555556
EColi,1,random_live,16,0.2,10000.0,2.8125,2.4662762106413494,0.8139628950490778,0.6805555555555556
EColi,1,random_live,16,0.2,inf,2.8125,2.4662762106413494,0.8139628950490778,0.6805555555555556
EColi,1,random_live,32,0.0,1000.0,2.90625,1.0,0.8080978319490886,0.676056338028169
EColi,1,random_live,32,0.0,10000.0,2.90625,1.0,0.8080978319490886,0.676056338028169
EColi,1,random_live,32,0.0,inf,2.90625,1.0,0.8080978319490886,0.676056338028169
EColi,1,random_live,32,0.01,1000.0,2.90625,1.039853815545663,0.8080978319490886,0.676056338028169
EColi,1,random_live,32,0.01,10000.0,2.90625,1.039853815545663,0.8071135799805846,0.6713286713286714
EColi,1,random_live,32,0.01,inf,2.90625,1.039853815545663,0.8080978319490886,0.676056338028169
EColi,1,random_live,32,0.05,1000.0,2.90625,1.224257958923365,0.8080978319490886,0.676056338028169
EColi,1,random_live,32,0.05,10000.0,2.90625,1.224257958923365,0.8080978319490886,0.676056338028169
EColi,1,random_live,32,0.05,inf,2.90625,1.224257958923365,0.8080978319490886,0.676056338028169
EColi,1,random_live,32,0.1,1000.0,2.90625,1.5275528692972933,0.8080978319490886,0.676056338028169
EColi,1,random_live,32,0.1,10000.0,2.90625,1.5275528692972933,0.8080978319490886,0.676056338028169
EColi,1,random_live,32,0.1,inf,2.90625,1.5275528692972933,0.8080978319490886,0.676056338028169
EColi,1,random_live,32,0.2,1000.0,2.90625,2.552720101085991,0.8080978319490886,0.676056338028169
EColi,1,random_live,32,0.2,10000.0,2.90625,2.552720101085991,0.8080978319490886,0.676056338028169
EColi,1,random_live,32,0.2,inf,2.90625,2.552720101085991,0.8080978319490886,0.676056338028169
EColi,1,random_live,64,0.0,1000.0,3.0,1.0,0.7943992018121022,0.6571428571428571
EColi,1,random_live,64,0.0,10000.0,3.0,1.0,0.7953834537806062,0.6618705035971223
EColi,1,random_live,64,0.0,inf,3.0,1.0,0.7943992018121022,0.6571428571428571
EColi,1,random_live,64,0.01,1000.0,3.0,1.0411610801905158,0.7943992018121022,0.6571428571428571
EColi,1,random_live,64,0.01,10000.0,3.0,1.0411610801905158,0.7943992018121022,0.6571428571428571
EColi,1,random_live,64,0.01,inf,3.0,1.0411610801905158,0.7943992018121022,0.6571428571428571
EColi,1,random_live,64,0.05,1000.0,3.0,1.2321343157798834,0.7943992018121022,0.6571428571428571
EColi,1,random_live,64,0.05,10000.0,3.0,1.2321343157798834,0.7943992018121022,0.6571428571428571
EColi,1,random_live,64,0.05,inf,3.0,1.2321343157798834,0.7943992018121022,0.6571428571428571
EColi,1,random_live,64,0.1,1000.0,3.0,1.5478055740345225,0.7943992018121022,0.6571428571428571
EColi,1,random_live,64,0.1,10000.0,3.0,1.5478055740345225,0.7943992018121022,0.6571428571428571
EColi,1,random_live,64,0.1,inf,3.0,1.5478055740345225,0.7943992018121022,0.6571428571428571
EColi,1,random_live,64,0.2,1000.0,3.0,2.624820708967966,0.7943992018121022,0.6571428571428571
EColi,1,random_live,64,0.2,10000.0,3.0,2.624820708967966,0.8032170208176033,0.6762589928057554
EColi,1,random_live,64,0.2,inf,3.0,2.624820708967966,0.7943992018121022,0.6571428571428571
EColi,1,random_live,128,0.0,1000.0,2.9453125,1.0,0.7924306978750943,0.647887323943662
EColi,1,random_live,128,0.0,10000.0,2.9453125,1.0,0.7924306978750943,0.647887323943662
EColi,1,random_live,128,0.0,inf,2.9453125,1.0,0.7924306978750943,0.647887323943662
EColi,1,random_live,128,0.01,1000.0,2.9453125,1.0404018540037712,0.7924306978750943,0.647887323943662
EColi,1,random_live,128,0.01,10000.0,2.9453125,1.0404018540037712,0.7943992018121022,0.6571428571428571
EColi,1,random_live,128,0.01,inf,2.9453125,1.0404018540037712,0.7924306978750943,0.647887323943662
EColi,1,random_live,128,0.05,1000.0,2.9453125,1.2276350511505623,0.7924306978750943,0.647887323943662
EColi,1,random_live,128,0.05,10000.0,2.9453125,1.2276350511505623,0.7943992018121022,0.6571428571428571
EColi,1,random_live,128,0.05,inf,2.9453125,1.2276350511505623,0.7924306978750943,0.647887323943662
EColi,1,random_live,128,0.1,1000.0,2.9453125,1.5364444741080492,0.7924306978750943,0.647887323943662
EColi,1,random_live,128,0.1,10000.0,2.9453125,1.5364444741080492,0.7934149498435983,0.6524822695035462
EColi,1,random_live,128,0.1,inf,2.9453125,1.5364444741080492,0.7924306978750943,0.647887323943662
EColi,1,random_live,128,0.2,1000.0,2.9453125,2.585417235844546,0.7924306978750943,0.647887323943662
EColi,1,random_live,128,0.2,10000.0,2.9453125,2.585417235844546,0.8012485168805954,0.6666666666666666
EColi,1,random_live,128,0.2,inf,2.9453125,2.585417235844546,0.7924306978750943,0.647887323943662
EColi,2,spectral,4,0.0,1000.0,1.75,1.0,0.6346299810246679,0.39705882352941174
EColi,2,spectral,4,0.0,10000.0,1.75,1.0,0.6346299810246679,0.39705882352941174
EColi,2,spectral,4,0.0,inf,1.75,1.0,0.6346299810246679,0.39705882352941174
EColi,2,spectral,4,0.01,1000.0,1.75,1.0238775344007265,0.6346299810246679,0.39705882352941174
EColi,2,spectral,4,0.01,10000.0,1.75,1.0238775344007265,0.6346299810246679,0.39705882352941174
EColi,2,spectral,4,0.01,inf,1.75,1.0238775344007265,0.6346299810246679,0.39705882352941174
EColi,2,spectral,4,0.05,1000.0,1.75,1.1314686588921283,0.6346299810246679,0.39705882352941174
EColi,2,spectral,4,0.05,10000.0,1.75,1.1314686588921283,0.6346299810246679,0.39705882352941174
EColi,2,spectral,4,0.05,inf,1.75,1.1314686588921283,0.6346299810246679,0.39705882352941174
EColi,2,spectral,4,0.1,1000.0,1.75,1.2997269003186163,0.6346299810246679,0.39705882352941174
EColi,2,spectral,4,0.1,10000.0,1.75,1.2997269003186163,0.6346299810246679,0.39705882352941174
EColi,2,spectral,4,0.1,inf,1.75,1.2997269003186163,0.6346299810246679,0.39705882352941174
EColi,2,spectral,4,0.2,1000.0,1.75,1.8136739293764084,0.6346299810246679,0.39705882352941174
EColi,2,spectral,4,0.2,10000.0,1.75,1.8136739293764084,0.6346299810246679,0.39705882352941174
EColi,2,spectral,4,0.2,inf,1.75,1.8136739293764084,0.6346299810246679,0.39705882352941174
EColi,2,spectral,8,0.0,1000.0,2.5,1.0,0.744876660341556,0.6323529411764706
EColi,2,spectral,8,0.0,10000.0,2.5,1.0,0.744876660341556,0.6323529411764706
EColi,2,spectral,8,0.0,inf,2.5,1.0,0.744876660341556,0.6323529411764706
EColi,2,spectral,8,0.01,1000.0,2.5,1.0342662413341221,0.744876660341556,0.6323529411764706
EColi,2,spectral,8,0.01,10000.0,2.5,1.0342662413341221,0.744876660341556,0.6323529411764706
EColi,2,spectral,8,0.01,inf,2.5,1.0342662413341221,0.744876660341556,0.6323529411764706
EColi,2,spectral,8,0.05,1000.0,2.5,1.1924263327780091,0.744876660341556,0.6323529411764706
EColi,2,spectral,8,0.05,10000.0,2.5,1.1924263327780091,0.744876660341556,0.6323529411764706
EColi,2,spectral,8,0.05,inf,2.5,1.1924263327780091,0.744876660341556,0.6323529411764706
EColi,2,spectral,8,0.1,1000.0,2.5,1.4514372746052309,0.744876660341556,0.6323529411764706
EColi,2,spectral,8,0.1,10000.0,2.5,1.4514372746052309,0.744876660341556,0.6323529411764706
EColi,2,spectral,8,0.1,inf,2.5,1.4514372746052309,0.744876660341556,0.6323529411764706
EColi,2,spectral,8,0.2,1000.0,2.5,2.3206748172939005,0.744876660341556,0.6323529411764706
EColi,2,spectral,8,0.2,10000.0,2.5,2.3206748172939005,0.744876660341556,0.6323529411764706
EColi,2,spectral,8,0.2,inf,2.5,2.3206748172939005,0.744876660341556,0.6323529411764706
EColi,2,spectral,16,0.0,1000.0,2.5625,1.0,0.8074003795066413,0.7051282051282052
EColi,2,spectral,16,0.0,10000.0,2.5625,1.0,0.8015180265654649,0.6967741935483871
EColi,2,spectral,16,0.0,inf,2.5625,1.0,0.8015180265654649,0.6967741935483871
EColi,2,spectral,16,0.01,1000.0,2.5625,1.0351108359287169,0.8015180265654649,0.6967741935483871
EColi,2,spectral,16,0.01,10000.0,2.5625,1.0351108359287169,0.8015180265654649,0.6967741935483871
EColi,2,spectral,16,0.01,inf,2.5625,1.0351108359287169,0.8015180265654649,0.6967741935483871
EColi,2,spectral,16,0.05,1000.0,2.5625,1.196890618492295,0.8015180265654649,0.6967741935483871
EColi,2,spectral,16,0.05,10000.0,2.5625,1.196890618492295,0.8015180265654649,0.6967741935483871
EColi,2,spectral,16,0.05,inf,2.5625,1.196890618492295,0.8015180265654649,0.6967741935483871
EColi,2,spectral,16,0.1,1000.0,2.5625,1.4610526592206154,0.8074003795066413,0.7051282051282052
EColi,2,spectral,16,0.1,10000.0,2.5625,1.4610526592206154,0.8015180265654649,0.6967741935483871
EColi,2,spectral,16,0.1,inf,2.5625,1.4610526592206154,0.8015180265654649,0.6967741935483871
EColi,2,spectral,16,0.2,1000.0,2.5625,2.343402090021173,0.7171489563567363,0.5594405594405595
EColi,2,spectral,16,0.2,10000.0,2.5625,2.343402090021173,0.8015180265654649,0.6967741935483871
EColi,2,spectral,16,0.2,inf,2.5625,2.343402090021173,0.8015180265654649,0.6967741935483871
EColi,2,spectral,32,0.0,1000.0,2.59375,1.0,0.7909274193548387,0.7034482758620689
EColi,2,spectral,32,0.0,10000.0,2.59375,1.0,0.7909274193548387,0.7034482758620689
EColi,2,spectral,32,0.0,inf,2.59375,1.0,0.7909274193548387,0.7034482758620689
EColi,2,spectral,32,0.01,1000.0,2.59375,1.0355214092299168,0.7909274193548387,0.7034482758620689
EColi,2,spectral,32,0.01,10000.0,2.59375,1.0355214092299168,0.7909274193548387,0.7034482758620689
EColi,2,spectral,32,0.01,inf,2.59375,1.0355214092299168,0.7909274193548387,0.7034482758620689
EColi,2,spectral,32,0.05,1000.0,2.59375,1.1987567029362765,0.7909274193548387,0.7034482758620689
EColi,2,spectral,32,0.05,10000.0,2.59375,1.1987567029362765,0.7909274193548387,0.7034482758620689
EColi,2,spectral,32,0.05,inf,2.59375,1.1987567029362765,0.7909274193548387,0.7034482758620689
EColi,2,spectral,32,0.1,1000.0,2.59375,1.4638908826721753,0.7909274193548387,0.7034482758620689
EColi,2,spectral,32,0.1,10000.0,2.59375,1.4638908826721753,0.7909274193548387,0.7034482758620689
EColi,2,spectral,32,0.1,inf,2.59375,1.4638908826721753,0.7909274193548387,0.7034482758620689
EColi,2,spectral,32,0.2,1000.0,2.59375,2.339397923639095,0.7909274193548387,0.7034482758620689
EColi,2,spectral,32,0.2,10000.0,2.59375,2.339397923639095,0.7909274193548387,0.7034482758620689
EColi,2,spectral,32,0.2,inf,2.59375,2.339397923639095,0.7909274193548387,0.7034482758620689
EColi,2,spectral,64,0.0,1000.0,2.84375,1.0,0.7722722960151802,0.6713286713286714
EColi,2,spectral,64,0.0,10000.0,2.84375,1.0,0.7801707779886148,0.6901408450704225
EColi,2,spectral,64,0.0,inf,2.84375,1.0,0.7722722960151802,0.6713286713286714
EColi,2,spectral,64,0.01,1000.0,2.84375,1.0389977298716933,0.7722722960151802,0.6713286713286714
EColi,2,spectral,64,0.01,10000.0,2.84375,1.0389977298716933,0.7722722960151802,0.6713286713286714
EColi,2,spectral,64,0.01,inf,2.84375,1.0389977298716933,0.7722722960151802,0.6713286713286714
EColi,2,spectral,64,0.05,1000.0,2.84375,1.219463000442524,0.7722722960151802,0.6713286713286714
EColi,2,spectral,64,0.05,10000.0,2.84375,1.219463000442524,0.7771465844402277,0.6758620689655173
EColi,2,spectral,64,0.05,inf,2.84375,1.219463000442524,0.7722722960151802,0.6713286713286714
EColi,2,spectral,64,0.1,1000.0,2.84375,1.5163356500122545,0.7722722960151802,0.6713286713286714
EColi,2,spectral,64,0.1,10000.0,2.84375,1.5163356500122545,0.7722722960151802,0.6713286713286714
EColi,2,spectral,64,0.1,inf,2.84375,1.5163356500122545,0.7722722960151802,0.6713286713286714
EColi,2,spectral,64,0.2,1000.0,2.84375,2.5199525305648516,0.7722722960151802,0.6713286713286714
EColi,2,spectral,64,0.2,10000.0,2.84375,2.5199525305648516,0.7722722960151802,0.6713286713286714
EColi,2,spectral,64,0.2,inf,2.84375,2.5199525305648516,0.7722722960151802,0.6713286713286714
EColi,2,spectral,128,0.0,1000.0,2.921875,1.0,0.7889112903225806,0.6938775510204082
EColi,2,spectral,128,0.0,10000.0,2.921875,1.0,0.7889112903225806,0.6938775510204082
EColi,2,spectral,128,0.0,inf,2.921875,1.0,0.7879032258064516,0.6891891891891891
EColi,2,spectral,128,0.01,1000.0,2.921875,1.0400764935720734,0.7879032258064516,0.6891891891891891
EColi,2,spectral,128,0.01,10000.0,2.921875,1.0400764935720734,0.7868951612903226,0.6845637583892618
EColi,2,spectral,128,0.01,inf,2.921875,1.0400764935720734,0.7879032258064516,0.6891891891891891
EColi,2,spectral,128,0.05,1000.0,2.921875,1.2257101939946895,0.7879032258064516,0.6891891891891891
EColi,2,spectral,128,0.05,10000.0,2.921875,1.2257101939946895,0.7889112903225806,0.6938775510204082
EColi,2,spectral,128,0.05,inf,2.921875,1.2257101939946895,0.7889112903225806,0.6938775510204082
EColi,2,spectral,128,0.1,1000.0,2.921875,1.5316110692902907,0.7889112903225806,0.6938775510204082
EColi,2,spectral,128,0.1,10000.0,2.921875,1.5316110692902907,0.7771465844402277,0.6758620689655173
EColi,2,spectral,128,0.1,inf,2.921875,1.5316110692902907,0.7889112903225806,0.6938775510204082
EColi,2,spectral,128,0.2,1000.0,2.921875,2.569056929171505,0.7889112903225806,0.6938775510204082
EColi,2,spectral,128,0.2,10000.0,2.921875,2.569056929171505,0.7830289373814041,0.684931506849315
EColi,2,spectral,128,0.2,inf,2.921875,2.569056929171505,0.7889112903225806,0.6938775510204082
EColi,2,random_live,4,0.0,1000.0,2.75,1.0,0.6447106261859583,0.42857142857142855
EColi,2,random_live,4,0.0,10000.0,2.75,1.0,0.6447106261859583,0.42857142857142855
EColi,2,random_live,4,0.0,inf,2.75,1.0,0.6447106261859583,0.42857142857142855
EColi,2,random_live,4,0.01,1000.0,2.75,1.0376674465934357,0.6546252371916509,0.45528455284552843
EColi,2,random_live,4,0.01,10000.0,2.75,1.0376674465934357,0.6447106261859583,0.42857142857142855
EColi,2,random_live,4,0.01,inf,2.75,1.0376674465934357,0.6447106261859583,0.42857142857142855
EColi,2,random_live,4,0.05,1000.0,2.75,1.2109212307371928,0.6447106261859583,0.42857142857142855
EColi,2,random_live,4,0.05,10000.0,2.75,1.2109212307371928,0.6280716318785579,0.39344262295081966
EColi,2,random_live,4,0.05,inf,2.75,1.2109212307371928,0.6447106261859583,0.42857142857142855
EColi,2,random_live,4,0.1,1000.0,2.75,1.4928573929484261,0.6447106261859583,0.42857142857142855
EColi,2,random_live,4,0.1,10000.0,2.75,1.4928573929484261,0.6447106261859583,0.42857142857142855
EColi,2,random_live,4,0.1,inf,2.75,1.4928573929484261,0.6447106261859583,0.42857142857142855
EColi,2,random_live,4,0.2,1000.0,2.75,2.428112833822826,0.6447106261859583,0.42857142857142855
EColi,2,random_live,4,0.2,10000.0,2.75,2.428112833822826,0.6447106261859583,0.42857142857142855
EColi,2,random_live,4,0.2,inf,2.75,2.428112833822826,0.6447106261859583,0.42857142857142855
EColi,2,random_live,8,0.0,1000.0,2.875,1.0,0.7095825426944972,0.5692307692307692
EColi,2,random_live,8,0.0,10000.0,2.875,1.0,0.7095825426944972,0.5692307692307692
EColi,2,random_live,8,0.0,inf,2.875,1.0,0.7095825426944972,0.5692307692307692
EColi,2,random_live,8,0.01,1000.0,2.875,1.0394025980158588,0.7095825426944972,0.5692307692307692
EColi,2,random_live,8,0.01,10000.0,2.875,1.0394025980158588,0.7095825426944972,0.5692307692307692
EColi,2,random_live,8,0.01,inf,2.875,1.0394025980158588,0.7095825426944972,0.5692307692307692
EColi,2,random_live,8,0.05,1000.0,2.875,1.221170866305706,0.7095825426944972,0.5692307692307692
EColi,2,random_live,8,0.05,10000.0,2.875,1.221170866305706,0.7095825426944972,0.5692307692307692
EColi,2,random_live,8,0.05,inf,2.875,1.221170866305706,0.7095825426944972,0.5692307692307692
EColi,2,random_live,8,0.1,1000.0,2.875,1.5184604880781485,0.7095825426944972,0.5692307692307692
EColi,2,random_live,8,0.1,10000.0,2.875,1.5184604880781485,0.7095825426944972,0.5692307692307692
EColi,2,random_live,8,0.1,inf,2.875,1.5184604880781485,0.7095825426944972,0.5692307692307692
EColi,2,random_live,8,0.2,1000.0,2.875,2.5126357489242537,0.7095825426944972,0.5692307692307692
EColi,2,random_live,8,0.2,10000.0,2.875,2.5126357489242537,0.7095825426944972,0.5692307692307692
EColi,2,random_live,8,0.2,inf,2.875,2.5126357489242537,0.7095825426944972,0.5692307692307692
EColi,2,random_live,16,0.0,1000.0,3.0,1.0,0.8018500948766604,0.7375886524822695
EColi,2,random_live,16,0.0,10000.0,3.0,1.0,0.8115986717267551,0.7448275862068966
EColi,2,random_live,16,0.0,inf,3.0,1.0,0.8115986717267551,0.7448275862068966
EColi,2,random_live,16,0.01,1000.0,3.0,1.0411494734343794,0.8174810246679317,0.7534246575342466
EColi,2,random_live,16,0.01,10000.0,3.0,1.0411494734343794,0.8115986717267551,0.7448275862068966
EColi,2,random_live,16,0.01,inf,3.0,1.0411494734343794,0.8115986717267551,0.7448275862068966
EColi,2,random_live,16,0.05,1000.0,3.0,1.23178656028738,0.8174810246679317,0.7534246575342466
EColi,2,random_live,16,0.05,10000.0,3.0,1.23178656028738,0.8115986717267551,0.7448275862068966
EColi,2,random_live,16,0.05,inf,3.0,1.23178656028738,0.8115986717267551,0.7448275862068966
EColi,2,random_live,16,0.1,1000.0,3.0,1.5460330520640033,0.8115986717267551,0.7448275862068966
EColi,2,random_live,16,0.1,10000.0,3.0,1.5460330520640033,0.8115986717267551,0.7448275862068966
EColi,2,random_live,16,0.1,inf,3.0,1.5460330520640033,0.8115986717267551,0.7448275862068966
EColi,2,random_live,16,0.2,1000.0,3.0,2.612526466771395,0.8016840607210627,0.7162162162162162
EColi,2,random_live,16,0.2,10000.0,3.0,2.612526466771395,0.8115986717267551,0.7448275862068966
EColi,2,random_live,16,0.2,inf,3.0,2.612526466771395,0.8115986717267551,0.7448275862068966
EColi,2,random_live,32,0.0,1000.0,3.125,1.0,0.8242054079696395,0.7450980392156863
EColi,2,random_live,32,0.0,10000.0,3.125,1.0,0.8242054079696395,0.7450980392156863
EColi,2,random_live,32,0.0,inf,3.125,1.0,0.8242054079696395,0.7450980392156863
EColi,2,random_live,32,0.01,1000.0,3.125,1.0428846248568027,0.8242054079696395,0.7450980392156863
EColi,2,random_live,32,0.01,10000.0,3.125,1.0428846248568027,0.8242054079696395,0.7450980392156863
EColi,2,random_live,32,0.01,inf,3.125,1.0428846248568027,0.8242054079696395,0.7450980392156863
EColi,2,random_live,32,0.05,1000.0,3.125,1.2420361958558934,0.8242054079696395,0.7450980392156863
EColi,2,random_live,32,0.05,10000.0,3.125,1.2420361958558934,0.8242054079696395,0.7450980392156863
EColi,2,random_live,32,0.05,inf,3.125,1.2420361958558934,0.8242054079696395,0.7450980392156863
EColi,2,random_live,32,0.1,1000.0,3.125,1.5716361471937257,0.8242054079696395,0.7450980392156863
EColi,2,random_live,32,0.1,10000.0,3.125,1.5716361471937257,0.8242054079696395,0.7450980392156863
EColi,2,random_live,32,0.1,inf,3.125,1.5716361471937257,0.8242054079696395,0.7450980392156863
EColi,2,random_live,32,0.2,1000.0,3.125,2.6970493818728225,0.8242054079696395,0.7450980392156863
EColi,2,random_live,32,0.2,10000.0,3.125,2.6970493818728225,0.8242054079696395,0.7450980392156863
EColi,2,random_live,32,0.2,inf,3.125,2.6970493818728225,0.8242054079696395,0.7450980392156863
EColi,2,random_live,64,0.0,1000.0,2.96875,1.0,0.7899193548387097,0.6986301369863014
EColi,2,random_live,64,0.0,10000.0,2.96875,1.0,0.7840370018975332,0.6896551724137931
EColi,2,random_live,64,0.0,inf,2.96875,1.0,0.7899193548387097,0.6986301369863014
EColi,2,random_live,64,0.01,1000.0,2.96875,1.0407417524511635,0.7899193548387097,0.6986301369863014
EColi,2,random_live,64,0.01,10000.0,2.96875,1.0407417524511635,0.7958017077798862,0.7074829931972789
EColi,2,random_live,64,0.01,inf,2.96875,1.0407417524511635,0.7899193548387097,0.6986301369863014
EColi,2,random_live,64,0.05,1000.0,2.96875,1.2299993817680133,0.7899193548387097,0.6986301369863014
EColi,2,random_live,64,0.05,10000.0,2.96875,1.2299993817680133,0.7899193548387097,0.6986301369863014
EColi,2,random_live,64,0.05,inf,2.96875,1.2299993817680133,0.7899193548387097,0.6986301369863014
EColi,2,random_live,64,0.1,1000.0,2.96875,1.5435471447078182,0.7899193548387097,0.6986301369863014
EColi,2,random_live,64,0.1,10000.0,2.96875,1.5435471447078182,0.7899193548387097,0.6986301369863014
EColi,2,random_live,64,0.1,inf,2.96875,1.5435471447078182,0.7899193548387097,0.6986301369863014
EColi,2,random_live,64,0.2,1000.0,2.96875,2.6180503380916598,0.7899193548387097,0.6986301369863014
EColi,2,random_live,64,0.2,10000.0,2.96875,2.6180503380916598,0.7937855787476281,0.697986577181208
EColi,2,random_live,64,0.2,inf,2.96875,2.6180503380916598,0.7899193548387097,0.6986301369863014
EColi,2,random_live,128,0.0,1000.0,2.9609375,1.0,0.7937855787476281,0.697986577181208
EColi,2,random_live,128,0.0,10000.0,2.9609375,1.0,0.7879032258064516,0.6891891891891891
EColi,2,random_live,128,0.0,inf,2.9609375,1.0,0.7937855787476281,0.697986577181208
EColi,2,random_live,128,0.01,1000.0,2.9609375,1.0406173019720555,0.7937855787476281,0.697986577181208
EColi,2,random_live,128,0.01,10000.0,2.9609375,1.0406173019720555,0.7810128083491461,0.6756756756756757
EColi,2,random_live,128,0.01,inf,2.9609375,1.0406173019720555,0.7879032258064516,0.6891891891891891
EColi,2,random_live,128,0.05,1000.0,2.9609375,1.2288735487817575,0.7937855787476281,0.697986577181208
EColi,2,random_live,128,0.05,10000.0,2.9609375,1.2288735487817575,0.7937855787476281,0.697986577181208
EColi,2,random_live,128,0.05,inf,2.9609375,1.2288735487817575,0.7879032258064516,0.6891891891891891
EColi,2,random_live,128,0.1,1000.0,2.9609375,1.5394315018731832,0.7937855787476281,0.697986577181208
EColi,2,random_live,128,0.1,10000.0,2.9609375,1.5394315018731832,0.7868951612903226,0.6845637583892618
EColi,2,random_live,128,0.1,inf,2.9609375,1.5394315018731832,0.7937855787476281,0.697986577181208
EColi,2,random_live,128,0.2,1000.0,2.9609375,2.5945738849805338,0.7937855787476281,0.697986577181208
EColi,2,random_live,128,0.2,10000.0,2.9609375,2.5945738849805338,0.7947936432637571,0.7027027027027027
EColi,2,random_live,128,0.2,inf,2.9609375,2.5945738849805338,0.7937855787476281,0.697986577181208
20News,0,spectral,4,0.0,1000.0,3.0,1.0,0.6575867861142217,0.7096774193548387
20News,0,spectral,4,0.0,10000.0,3.0,1.0,0.6575867861142217,0.7096774193548387
20News,0,spectral,4,0.0,inf,3.0,1.0,0.6575867861142217,0.7096774193548387
20News,0,spectral,4,0.01,1000.0,3.0,1.0411846454226716,0.6575867861142217,0.7096774193548387
20News,0,spectral,4,0.01,10000.0,3.0,1.0411846454226716,0.6575867861142217,0.7096774193548387
20News,0,spectral,4,0.01,inf,3.0,1.0411846454226716,0.6575867861142217,0.7096774193548387
20News,0,spectral,4,0.05,1000.0,3.0,1.2328847355268637,0.6575867861142217,0.7096774193548387
20News,0,spectral,4,0.05,10000.0,3.0,1.2328847355268637,0.6575867861142217,0.7096774193548387
20News,0,spectral,4,0.05,inf,3.0,1.2328847355268637,0.6575867861142217,0.7096774193548387
20News,0,spectral,4,0.1,1000.0,3.0,1.5519414586324007,0.6575867861142217,0.7096774193548387
20News,0,spectral,4,0.1,10000.0,3.0,1.5519414586324007,0.6575867861142217,0.7096774193548387
20News,0,spectral,4,0.1,inf,3.0,1.5519414586324007,0.6575867861142217,0.7096774193548387
