String,Order,Type,Importance
YZXZXX,6,XXXYZZ,0.0
YZXZXI,5,XXYZZ,0.0
YZXZIZ,5,XYZZZ,0.0
YZXZIX,5,XXYZZ,0.0
YZXZII,4,XYZZ,0.0
IZXYZZ,5,XYZZZ,0.0
IIIYIZ,2,YZ,0.0
IZXYZX,5,XXYZZ,0.0
IZXYZI,4,XYZZ,0.0
YZYIZY,5,YYYZZ,0.0
YZYIYZ,5,YYYZZ,0.0
XYZXXX,6,XXXXYZ,0.0
YZYIYX,5,XYYYZ,0.0
YZYIYI,4,YYYZ,0.0
YZYIXY,5,XYYYZ,0.0
IIIXIY,2,XY,0.0
YZYIIY,4,YYYZ,0.0
ZZZXZY,6,XYZZZZ,0.0
IZXXZY,5,XXYZZ,0.0
IZXXYZ,5,XXYZZ,0.0
IZXXYX,5,XXXYZ,0.0
IZXXYI,4,XXYZ,0.0
IZXXXY,5,XXXYZ,0.0
ZZZZYI,5,YZZZZ,0.0
ZZZYZZ,6,YZZZZZ,0.0
IZXIYZ,4,XYZZ,0.0
IZXIYX,4,XXYZ,0.0
IZXIYI,3,XYZ,0.0
IIIIIY,1,Y,0.0
IZXIXY,4,XXYZ,0.0
IZXIIY,3,XYZ,0.0
YZYXZY,6,XYYYZZ,0.0
IIIIXY,2,XY,0.0
YZYXYZ,6,XYYYZZ,0.0
IIIIYI,1,Y,0.0
YZYXYX,6,XXYYYZ,0.0
YZYXYI,5,XYYYZ,0.0
ZZZYZX,6,XYZZZZ,0.0
YZYXXY,6,XXYYYZ,0.0
ZZZYZI,5,YZZZZ,0.0
YZYXIY,5,XYYYZ,0.0
ZZZYYY,6,YYYZZZ,0.0
IZIZIY,3,YZZ,0.0
ZZZYXZ,6,XYZZZZ,0.0
YZYYZZ,6,YYYZZZ,0.0
YZYYZX,6,XYYYZZ,0.0
YZYYZI,5,YYYZZ,0.0
YZYYYY,6,YYYYYZ,0.0
ZZZYXX,6,XXYZZZ,0.0
YZYYXZ,6,XYYYZZ,0.0
YZYYXX,6,XXYYYZ,0.0
YZYYXI,5,XYYYZ,0.0
YZYYIZ,5,YYYZZ,0.0
ZZZYXI,5,XYZZZ,0.0
YZYYIX,5,XYYYZ,0.0
YZYYII,4,YYYZ,0.0
IZXIZY,4,XYZZ,0.0
YZZIII,3,YZZ,0.0
ZZZYIZ,5,YZZZZ,0.0
YZYZZY,6,YYYZZZ,0.0
YZYZYZ,6,YYYZZZ,0.0
YZYZYX,6,XYYYZZ,0.0
YZYZYI,5,YYYZZ,0.0
YZYZXY,6,XYYYZZ,0.0
ZZZYIX,5,XYZZZ,0.0
YZYZIY,5,YYYZZ,0.0
IZIZZY,4,YZZZ,0.0
ZZZYII,4,YZZZ,0.0
IIIXZY,3,XYZ,0.0
IZIZYZ,4,YZZZ,0.0
IZIZYX,4,XYZZ,0.0
IZIZYI,3,YZZ,0.0
IZIZXY,4,XYZZ,0.0
IZIYXZ,4,XYZZ,0.0
IZIYXX,4,XXYZ,0.0
IZIYXI,3,XYZ,0.0
IZIYIZ,3,YZZ,0.0
IZIYIX,3,XYZ,0.0
IZIYII,2,YZ,0.0
YZZIZZ,5,YZZZZ,0.0
YZZIZX,5,XYZZZ,0.0
YZZIZI,4,YZZZ,0.0
IIIXYZ,3,XYZ,0.0
YZZIYY,5,YYYZZ,0.0
YZZIXZ,5,XYZZZ,0.0
YZZIXX,5,XXYZZ,0.0
YZZIXI,4,XYZZ,0.0
YZZIIZ,4,YZZZ,0.0
YZZIIX,4,XYZZ,0.0
IZIXIY,3,XYZ,0.0
YZZXZZ,6,XYZZZZ,0.0
YZZXZX,6,XXYZZZ,0.0
YZZXZI,5,XYZZZ,0.0
YZZXYY,6,XYYYZZ,0.0
YZZXXZ,6,XXYZZZ,0.0
IIIXYX,3,XXY,0.0
YZZXXX,6,XXXYZZ,0.0
YZZXXI,5,XXYZZ,0.0
YZZXIZ,5,XYZZZ,0.0
YZZXIX,5,XXYZZ,0.0
YZZXII,4,XYZZ,0.0
IZIYZZ,4,YZZZ,0.0
IZIYZX,4,XYZZ,0.0
IZIYZI,3,YZZ,0.0
IZIYYY,4,YYYZ,0.0
YZZZIX,5,XYZZZ,0.0
YZZZII,4,YZZZ,0.0
YZZYZY,6,YYYZZZ,0.0
IIIXYI,2,XY,0.0
YZZYYZ,6,YYYZZZ,0.0
IIIXXY,3,XXY,0.0
YZZYYX,6,XYYYZZ,0.0
YZZYYI,5,YYYZZ,0.0
YZZYXY,6,XYYYZZ,0.0
YZZYIY,5,YYYZZ,0.0
IIIIYZ,2,YZ,0.0
IZIXZY,4,XYZZ,0.0
IZIXYZ,4,XYZZ,0.0
IZIXYX,4,XXYZ,0.0
IZIXYI,3,XYZ,0.0
IZIXXY,4,XXYZ,0.0
IZIIYZ,3,YZZ,0.0
XZIIIY,3,XYZ,0.0
IZIIYX,3,XYZ,0.0
IZIIYI,2,YZ,0.0
IZIIXY,3,XYZ,0.0
XYZZZZ,6,XYZZZZ,0.0
IZIIIY,2,YZ,0.0
YZZZZZ,6,YZZZZZ,0.0
YZZZZX,6,XYZZZZ,0.0
YZZZZI,5,YZZZZ,0.0
YZZZYY,6,YYYZZZ,0.0
XYZZZX,6,XXYZZZ,0.0
YZZZXZ,6,XYZZZZ,0.0
YZZZXX,6,XXYZZZ,0.0
YZZZXI,5,XYZZZ,0.0
YZZZIZ,5,YZZZZ,0.0
IYZZXZ,5,XYZZZ,0.0
XYZZZI,5,XYZZZ,0.0
IYZZXX,5,XXYZZ,0.0
IYZZXI,4,XYZZ,0.0
IYZZIZ,4,YZZZ,0.0
XYZZYY,6,XYYYZZ,0.0
IYZZIX,4,XYZZ,0.0
IYZZII,3,YZZ,0.0
ZIIIZY,3,YZZ,0.0
ZIIIYZ,3,YZZ,0.0
ZIIIYX,3,XYZ,0.0
ZIIIYI,2,YZ,0.0
XYZZXZ,6,XXYZZZ,0.0
ZIIIXY,3,XYZ,0.0
ZIIIIY,2,YZ,0.0
IZIIZY,3,YZZ,0.0
IYZYYX,5,XYYYZ,0.0
IYZYYI,4,YYYZ,0.0
IYZYXY,5,XYYYZ,0.0
XYZZXX,6,XXXYZZ,0.0
IYZYIY,4,YYYZ,0.0
ZIIXZY,4,XYZZ,0.0
ZIIXYZ,4,XYZZ,0.0
ZIIXYX,4,XXYZ,0.0
ZIIXYI,3,XYZ,0.0
ZIIXXY,4,XXYZ,0.0
ZIIXIY,3,XYZ,0.0
IYZZZZ,5,YZZZZ,0.0
IYZZZX,5,XYZZZ,0.0
IYZZZI,4,YZZZ,0.0
IYZZYY,5,YYYZZ,0.0
XYZZXI,5,XXYZZ,0.0
ZIIZXY,4,XYZZ,0.0
ZIIZIY,3,YZZ,0.0
ZIIYZZ,4,YZZZ,0.0
ZIIYZX,4,XYZZ,0.0
ZIIYZI,3,YZZ,0.0
ZIIYYY,4,YYYZ,0.0
XYZZIZ,5,XYZZZ,0.0
XYZZIX,5,XXYZZ,0.0
ZIIYXZ,4,XYZZ,0.0
ZIIYXX,4,XXYZ,0.0
ZIIYXI,3,XYZ,0.0
ZIIYIZ,3,YZZ,0.0
ZIIYIX,3,XYZ,0.0
ZIIYII,2,YZ,0.0
IYZYZY,5,YYYZZ,0.0
IYZYYZ,5,YYYZZ,0.0
IYZXZI,4,XYZZ,0.0
IYZXYY,5,XYYYZ,0.0
XYZZII,4,XYZZ,0.0
XYZXZZ,6,XXYZZZ,0.0
IYZXXZ,5,XXYZZ,0.0
XYZXZX,6,XXXYZZ,0.0
IYZXXX,5,XXXYZ,0.0
IYZXXI,4,XXYZ,0.0
IYZXIZ,4,XYZZ,0.0
IYZXIX,4,XXYZ,0.0
IYZXII,3,XYZ,0.0
ZIIZZY,4,YZZZ,0.0
XYZXZI,5,XXYZZ,0.0
ZIIZYZ,4,YZZZ,0.0
ZIIZYX,4,XYZZ,0.0
ZIIZYI,3,YZZ,0.0
IYZIYY,4,YYYZ,0.0
IYZIXZ,4,XYZZ,0.0
IYZIXX,4,XXYZ,0.0
IYZIXI,3,XYZ,0.0
IYZIIZ,3,YZZ,0.0
IYZIIX,3,XYZ,0.0
IYZIII,2,YZ,0.0
ZIXIZY,4,XYZZ,0.0
ZIXIYZ,4,XYZZ,0.0
ZIXIYX,4,XXYZ,0.0
ZIXIYI,3,XYZ,0.0
ZIXIXY,4,XXYZ,0.0
XYZXYY,6,XXYYYZ,0.0
ZIXIIY,3,XYZ,0.0
IYZXZZ,5,XYZZZ,0.0
IYZXZX,5,XXYZZ,0.0
XYZXXZ,6,XXXYZZ,0.0
XYZIZI,4,XYZZ,0.0
IYYZIY,4,YYYZ,0.0
XYZIYY,5,XYYYZ,0.0
ZIXXZY,5,XXYZZ,0.0
ZIXXYZ,5,XXYZZ,0.0
ZIXXYX,5,XXXYZ,0.0
ZIXXYI,4,XXYZ,0.0
ZIXXXY,5,XXXYZ,0.0
XYZIXZ,5,XXYZZ,0.0
ZIXXIY,4,XXYZ,0.0
XYZIXX,5,XXXYZ,0.0
IYZIZZ,4,YZZZ,0.0
IYZIZX,4,XYZZ,0.0
IYZIZI,3,YZZ,0.0
XYZIXI,4,XXYZ,0.0
ZIXZIY,4,XYZZ,0.0
ZIXYZZ,5,XYZZZ,0.0
ZIXYZX,5,XXYZZ,0.0
ZIXYZI,4,XYZZ,0.0
ZIXYYY,5,XYYYZ,0.0
ZIXYXZ,5,XXYZZ,0.0
ZIXYXX,5,XXXYZ,0.0
ZIXYXI,4,XXYZ,0.0
ZIXYIZ,4,XYZZ,0.0
ZIXYIX,4,XXYZ,0.0
ZIXYII,3,XYZ,0.0
IYYZZY,5,YYYZZ,0.0
IYYZYZ,5,YYYZZ,0.0
IYYZYX,5,XYYYZ,0.0
IYYZYI,4,YYYZ,0.0
IYYZXY,5,XYYYZ,0.0
IYYYZI,4,YYYZ,0.0
IYYYYY,5,YYYYY,0.0
IYYYXZ,5,XYYYZ,0.0
XYZIIZ,4,XYZZ,0.0
IYYYXX,5,XXYYY,0.0
IYYYXI,4,XYYY,0.0
IYYYIZ,4,YYYZ,0.0
IYYYIX,4,XYYY,0.0
IYYYII,3,YYY,0.0
ZIXZZY,5,XYZZZ,0.0
ZIXZYZ,5,XYZZZ,0.0
ZIXZYX,5,XXYZZ,0.0
ZIXZYI,4,XYZZ,0.0
ZIXZXY,5,XXYZZ,0.0
XYZIIX,4,XXYZ,0.0
XYZIII,3,XYZ,0.0
IYYXYI,4,XYYY,0.0
IYYXXY,5,XXYYY,0.0
XZIIZY,4,XYZZ,0.0
IYYXIY,4,XYYY,0.0
ZIYIZZ,4,YZZZ,0.0
ZIYIZX,4,XYZZ,0.0
ZIYIZI,3,YZZ,0.0
ZIYIYY,4,YYYZ,0.0
ZIYIXZ,4,XYZZ,0.0
ZIYIXX,4,XXYZ,0.0
ZIYIXI,3,XYZ,0.0
ZIYIIZ,3,YZZ,0.0
ZIYIIX,3,XYZ,0.0
ZIYIII,2,YZ,0.0
IYYYZZ,5,YYYZZ,0.0
IYYYZX,5,XYYYZ,0.0
ZIYXZZ,5,XYZZZ,0.0
ZIYXZX,5,XXYZZ,0.0
ZIYXZI,4,XYZZ,0.0
ZIYXYY,5,XYYYZ,0.0
XZIIYZ,4,XYZZ,0.0
ZIYXXZ,5,XXYZZ,0.0
ZIYXXX,5,XXXYZ,0.0
ZIYXXI,4,XXYZ,0.0
ZIYXIZ,4,XYZZ,0.0
ZIYXIX,4,XXYZ,0.0
ZIYXII,3,XYZ,0.0
XZIIYX,4,XXYZ,0.0
IYYXZY,5,XYYYZ,0.0
XZIIYI,3,XYZ,0.0
IYYXYZ,5,XYYYZ,0.0
IYYXYX,5,XXYYY,0.0
ZIYZII,3,YZZ,0.0
ZIYYZY,5,YYYZZ,0.0
ZIYYYZ,5,YYYZZ,0.0
ZIYYYX,5,XYYYZ,0.0
ZIYYYI,4,YYYZ,0.0
XZIIXY,4,XXYZ,0.0
ZIYYXY,5,XYYYZ,0.0
XZIXZY,5,XXYZZ,0.0
ZIYYIY,4,YYYZ,0.0
IYYIZY,4,YYYZ,0.0
IYYIYZ,4,YYYZ,0.0
IYYIYX,4,XYYY,0.0
IYYIYI,3,YYY,0.0
IYYIXY,4,XYYY,0.0
IYYIIY,3,YYY,0.0
XZIXYZ,5,XXYZZ,0.0
XZIXYX,5,XXXYZ,0.0
IYXZXX,5,XXXYZ,0.0
IYXZXI,4,XXYZ,0.0
IYXZIZ,4,XYZZ,0.0
IYXZIX,4,XXYZ,0.0
IYXZII,3,XYZ,0.0
ZIYZZZ,5,YZZZZ,0.0
ZIYZZX,5,XYZZZ,0.0
ZIYZZI,4,YZZZ,0.0
XZIXYI,4,XXYZ,0.0
ZIYZYY,5,YYYZZ,0.0
ZIYZXZ,5,XYZZZ,0.0
ZIYZXX,5,XXYZZ,0.0
ZIYZXI,4,XYZZ,0.0
ZIYZIZ,4,YZZZ,0.0
ZIYZIX,4,XYZZ,0.0
XZIXXY,5,XXXYZ,0.0
XZIXIY,4,XXYZ,0.0
ZIZIZY,4,YZZZ,0.0
ZIZIYZ,4,YZZZ,0.0
ZIZIYX,4,XYZZ,0.0
ZIZIYI,3,YZZ,0.0
ZIZIXY,4,XYZZ,0.0
ZIZIIY,3,YZZ,0.0
XYYZZY,6,XYYYZZ,0.0
XYYZYZ,6,XYYYZZ,0.0
IYXZZZ,5,XYZZZ,0.0
IYXZZX,5,XXYZZ,0.0
IYXZZI,4,XYZZ,0.0
IYXZYY,5,XYYYZ,0.0
XYYZYX,6,XXYYYZ,0.0
IYXZXZ,5,XXYZZ,0.0
ZIZYIX,4,XYZZ,0.0
ZIZYII,3,YZZ,0.0
ZIZXZY,5,XYZZZ,0.0
ZIZXYZ,5,XYZZZ,0.0
ZIZXYX,5,XXYZZ,0.0
ZIZXYI,4,XYZZ,0.0
ZIZXXY,5,XXYZZ,0.0
ZIZXIY,4,XYZZ,0.0
XYYZYI,5,XYYYZ,0.0
IYXYZY,5,XYYYZ,0.0
IYXYYZ,5,XYYYZ,0.0
IYXYYX,5,XXYYY,0.0
IYXYYI,4,XYYY,0.0
IYXYXY,5,XXYYY,0.0
XYYZXY,6,XXYYYZ,0.0
IYXYIY,4,XYYY,0.0
IYXXYY,5,XXYYY,0.0
IYXXXZ,5,XXXYZ,0.0
IYXXXX,5,XXXXY,0.0
IYXXXI,4,XXXY,0.0
IYXXIZ,4,XXYZ,0.0
IYXXIX,4,XXXY,0.0
IYXXII,3,XXY,0.0
ZIZYZZ,5,YZZZZ,0.0
ZIZYZX,5,XYZZZ,0.0
ZIZYZI,4,YZZZ,0.0
ZIZYYY,5,YYYZZ,0.0
XYYZIY,5,XYYYZ,0.0
ZIZYXZ,5,XYZZZ,0.0
ZIZYXX,5,XXYZZ,0.0
ZIZYXI,4,XYZZ,0.0
ZIZYIZ,4,YZZZ,0.0
IYXIXZ,4,XXYZ,0.0
IYXIXX,4,XXXY,0.0
IYXIXI,3,XXY,0.0
IYXIIZ,3,XYZ,0.0
IYXIIX,3,XXY,0.0
IYXIII,2,XY,0.0
ZIZZZY,5,YZZZZ,0.0
ZIZZYZ,5,YZZZZ,0.0
ZIZZYX,5,XYZZZ,0.0
ZIZZYI,4,YZZZ,0.0
ZIZZXY,5,XYZZZ,0.0
ZIZZIY,4,YZZZ,0.0
IYXXZZ,5,XXYZZ,0.0
IYXXZX,5,XXXYZ,0.0
IYXXZI,4,XXYZ,0.0
XYZIZZ,5,XYZZZ,0.0
IYIZXI,3,XYZ,0.0
IYIZIZ,3,YZZ,0.0
IYIZIX,3,XYZ,0.0
IYIZII,2,YZ,0.0
ZXIIZY,4,XYZZ,0.0
XYZIZX,5,XXYZZ,0.0
ZXIIYZ,4,XYZZ,0.0
ZXIIYX,4,XXYZ,0.0
ZXIIYI,3,XYZ,0.0
ZXIIXY,4,XXYZ,0.0
XZIZIY,4,XYZZ,0.0
ZXIIIY,3,XYZ,0.0
IYXIZZ,4,XYZZ,0.0
IYXIZX,4,XXYZ,0.0
IYXIZI,3,XYZ,0.0
IYXIYY,4,XYYY,0.0
ZXIXZY,5,XXYZZ,0.0
XZIYZZ,5,XYZZZ,0.0
ZXIXYZ,5,XXYZZ,0.0
ZXIXYX,5,XXXYZ,0.0
ZXIXYI,4,XXYZ,0.0
ZXIXXY,5,XXXYZ,0.0
XZIYZX,5,XXYZZ,0.0
ZXIXIY,4,XXYZ,0.0
IYIZZZ,4,YZZZ,0.0
IYIZZX,4,XYZZ,0.0
IYIZZI,3,YZZ,0.0
XZIYZI,4,XYZZ,0.0
IYIZYY,4,YYYZ,0.0
XZIYYY,5,XYYYZ,0.0
IYIZXZ,4,XYZZ,0.0
IYIZXX,4,XXYZ,0.0
IYIYYZ,4,YYYZ,0.0
IYIYYX,4,XYYY,0.0
IYIYYI,3,YYY,0.0
IYIYXY,4,XYYY,0.0
IYIYIY,3,YYY,0.0
ZXIYZZ,5,XYZZZ,0.0
ZXIYZX,5,XXYZZ,0.0
ZXIYZI,4,XYZZ,0.0
XZIYXZ,5,XXYZZ,0.0
ZXIYYY,5,XYYYZ,0.0
ZXIYXZ,5,XXYZZ,0.0
ZXIYXX,5,XXXYZ,0.0
ZXIYXI,4,XXYZ,0.0
ZXIYIZ,4,XYZZ,0.0
ZXIYIX,4,XXYZ,0.0
ZXIYII,3,XYZ,0.0
IYIXYY,4,XYYY,0.0
IYIXXZ,4,XXYZ,0.0
IYIXXX,4,XXXY,0.0
IYIXXI,3,XXY,0.0
IYIXIZ,3,XYZ,0.0
IYIXIX,3,XXY,0.0
IYIXII,2,XY,0.0
ZXIZZY,5,XYZZZ,0.0
XZIYXX,5,XXXYZ,0.0
ZXIZYZ,5,XYZZZ,0.0
ZXIZYX,5,XXYZZ,0.0
ZXIZYI,4,XYZZ,0.0
ZXIZXY,5,XXYZZ,0.0
XZIYXI,4,XXYZ,0.0
ZXIZIY,4,XYZZ,0.0
IYIYZY,4,YYYZ,0.0
IYIIXI,2,XY,0.0
IYIIIZ,2,YZ,0.0
XZIYIZ,4,XYZZ,0.0
IYIIIX,2,XY,0.0
IYIIII,1,Y,0.0
ZXXIZY,5,XXYZZ,0.0
ZXXIYZ,5,XXYZZ,0.0
ZXXIYX,5,XXXYZ,0.0
ZXXIYI,4,XXYZ,0.0
ZXXIXY,5,XXXYZ,0.0
XZIYIX,4,XXYZ,0.0
ZXXIIY,4,XXYZ,0.0
IYIXZZ,4,XYZZ,0.0
IYIXZX,4,XXYZ,0.0
IYIXZI,3,XYZ,0.0
XZIYII,3,XYZ,0.0
IXZZYI,4,XYZZ,0.0
IXZZXY,5,XXYZZ,0.0
XYYYZX,6,XXYYYZ,0.0
IXZZIY,4,XYZZ,0.0
ZXXXZY,6,XXXYZZ,0.0
ZXXXYZ,6,XXXYZZ,0.0
ZXXXYX,6,XXXXYZ,0.0
ZXXXYI,5,XXXYZ,0.0
ZXXXXY,6,XXXXYZ,0.0
ZXXXIY,5,XXXYZ,0.0
IYIIZZ,3,YZZ,0.0
IYIIZX,3,XYZ,0.0
IYIIZI,2,YZ,0.0
IYIIYY,3,YYY,0.0
IYIIXZ,3,XYZ,0.0
IYIIXX,3,XXY,0.0
ZXXYZZ,6,XXYZZZ,0.0
ZXXYZX,6,XXXYZZ,0.0
ZXXYZI,5,XXYZZ,0.0
ZXXYYY,6,XXYYYZ,0.0
XYYYZI,5,XYYYZ,0.0
ZXXYXZ,6,XXXYZZ,0.0
XYYYYY,6,XYYYYY,0.0
ZXXYXX,6,XXXXYZ,0.0
ZXXYXI,5,XXXYZ,0.0
ZXXYIZ,5,XXYZZ,0.0
ZXXYIX,5,XXXYZ,0.0
ZXXYII,4,XXYZ,0.0
XYYYXZ,6,XXYYYZ,0.0
IXZZZY,5,XYZZZ,0.0
IXZZYZ,5,XYZZZ,0.0
IXZZYX,5,XXYZZ,0.0
IXZYYY,5,XYYYZ,0.0
XYYYXX,6,XXXYYY,0.0
XYYYXI,5,XXYYY,0.0
IXZYXZ,5,XXYZZ,0.0
IXZYXX,5,XXXYZ,0.0
IXZYXI,4,XXYZ,0.0
IXZYIZ,4,XYZZ,0.0
XYYYIZ,5,XYYYZ,0.0
IXZYIX,4,XXYZ,0.0
IXZYII,3,XYZ,0.0
ZXXZZY,6,XXYZZZ,0.0
ZXXZYZ,6,XXYZZZ,0.0
ZXXZYX,6,XXXYZZ,0.0
ZXXZYI,5,XXYZZ,0.0
ZXXZXY,6,XXXYZZ,0.0
ZXXZIY,5,XXYZZ,0.0
XYYYIX,5,XXYYY,0.0
IXZXIY,4,XXYZ,0.0
XYYYII,4,XYYY,0.0
ZXYIZZ,5,XYZZZ,0.0
ZXYIZX,5,XXYZZ,0.0
ZXYIZI,4,XYZZ,0.0
ZXYIYY,5,XYYYZ,0.0
ZXYIXZ,5,XXYZZ,0.0
ZXYIXX,5,XXXYZ,0.0
ZXYIXI,4,XXYZ,0.0
ZXYIIZ,4,XYZZ,0.0
ZXYIIX,4,XXYZ,0.0
ZXYIII,3,XYZ,0.0
IXZYZZ,5,XYZZZ,0.0
IXZYZX,5,XXYZZ,0.0
IXZYZI,4,XYZZ,0.0
IXZIIY,3,XYZ,0.0
ZXYXZZ,6,XXYZZZ,0.0
ZXYXZX,6,XXXYZZ,0.0
ZXYXZI,5,XXYZZ,0.0
ZXYXYY,6,XXYYYZ,0.0
ZXYXXZ,6,XXXYZZ,0.0
ZXYXXX,6,XXXXYZ,0.0
ZXYXXI,5,XXXYZ,0.0
ZXYXIZ,5,XXYZZ,0.0
ZXYXIX,5,XXXYZ,0.0
ZXYXII,4,XXYZ,0.0
IXZXZY,5,XXYZZ,0.0
IXZXYZ,5,XXYZZ,0.0
IXZXYX,5,XXXYZ,0.0
IXZXYI,4,XXYZ,0.0
IXZXXY,5,XXXYZ,0.0
ZXYZIX,5,XXYZZ,0.0
ZXYZII,4,XYZZ,0.0
XZIZZY,5,XYZZZ,0.0
ZXYYZY,6,XYYYZZ,0.0
ZXYYYZ,6,XYYYZZ,0.0
ZXYYYX,6,XXYYYZ,0.0
ZXYYYI,5,XYYYZ,0.0
ZXYYXY,6,XXYYYZ,0.0
XZIZYZ,5,XYZZZ,0.0
ZXYYIY,5,XYYYZ,0.0
XZIZYX,5,XXYZZ,0.0
IXZIZY,4,XYZZ,0.0
IXZIYZ,4,XYZZ,0.0
IXZIYX,4,XXYZ,0.0
IXZIYI,3,XYZ,0.0
IXZIXY,4,XXYZ,0.0
XZIZYI,4,XYZZ,0.0
IXYZXZ,5,XXYZZ,0.0
IXYZXX,5,XXXYZ,0.0
IXYZXI,4,XXYZ,0.0
IXYZIZ,4,XYZZ,0.0
IXYZIX,4,XXYZ,0.0
IXYZII,3,XYZ,0.0
ZXYZZZ,6,XYZZZZ,0.0
ZXYZZX,6,XXYZZZ,0.0
ZXYZZI,5,XYZZZ,0.0
ZXYZYY,6,XYYYZZ,0.0
ZXYZXZ,6,XXYZZZ,0.0
XZIZXY,5,XXYZZ,0.0
ZXYZXX,6,XXXYZZ,0.0
ZXYZXI,5,XXYZZ,0.0
ZXYZIZ,5,XYZZZ,0.0
IXYYYX,5,XXYYY,0.0
IXYYYI,4,XYYY,0.0
IXYYXY,5,XXYYY,0.0
XZXIZY,5,XXYZZ,0.0
IXYYIY,4,XYYY,0.0
ZXZIZY,5,XYZZZ,0.0
XZXIYZ,5,XXYZZ,0.0
ZXZIYZ,5,XYZZZ,0.0
ZXZIYX,5,XXYZZ,0.0
ZXZIYI,4,XYZZ,0.0
ZXZIXY,5,XXYZZ,0.0
ZXZIIY,4,XYZZ,0.0
IXYZZZ,5,XYZZZ,0.0
IXYZZX,5,XXYZZ,0.0
IXYZZI,4,XYZZ,0.0
IXYZYY,5,XYYYZ,0.0
ZXZYXI,5,XXYZZ,0.0
ZXZYIZ,5,XYZZZ,0.0
ZXZYIX,5,XXYZZ,0.0
ZXZYII,4,XYZZ,0.0
XZXIYX,5,XXXYZ,0.0
ZXZXZY,6,XXYZZZ,0.0
XZXIYI,4,XXYZ,0.0
ZXZXYZ,6,XXYZZZ,0.0
ZXZXYX,6,XXXYZZ,0.0
ZXZXYI,5,XXYZZ,0.0
ZXZXXY,6,XXXYZZ,0.0
ZXZXIY,5,XXYZZ,0.0
XZXIXY,5,XXXYZ,0.0
IXYYZY,5,XYYYZ,0.0
XZXIIY,4,XXYZ,0.0
IXYYYZ,5,XYYYZ,0.0
IXYXYY,5,XXYYY,0.0
XYYXZY,6,XXYYYZ,0.0
IXYXXZ,5,XXXYZ,0.0
XYYXYZ,6,XXYYYZ,0.0
IXYXXX,5,XXXXY,0.0
IXYXXI,4,XXXY,0.0
IXYXIZ,4,XXYZ,0.0
IXYXIX,4,XXXY,0.0
IXYXII,3,XXY,0.0
ZXZYZZ,6,XYZZZZ,0.0
ZXZYZX,6,XXYZZZ,0.0
ZXZYZI,5,XYZZZ,0.0
ZXZYYY,6,XYYYZZ,0.0
XYYXYX,6,XXXYYY,0.0
ZXZYXZ,6,XXYZZZ,0.0
ZXZYXX,6,XXXYZZ,0.0
ZYIIXI,3,XYZ,0.0
ZYIIIZ,3,YZZ,0.0
XYYXYI,5,XXYYY,0.0
ZYIIIX,3,XYZ,0.0
ZYIIII,2,YZ,0.0
ZXZZZY,6,XYZZZZ,0.0
ZXZZYZ,6,XYZZZZ,0.0
ZXZZYX,6,XXYZZZ,0.0
ZXZZYI,5,XYZZZ,0.0
XYYXXY,6,XXXYYY,0.0
ZXZZXY,6,XXYZZZ,0.0
ZXZZIY,5,XYZZZ,0.0
IXYXZZ,5,XXYZZ,0.0
XYYXIY,5,XXYYY,0.0
IXYXZX,5,XXXYZ,0.0
IXYXZI,4,XXYZ,0.0
IXYIZX,4,XXYZ,0.0
IXYIZI,3,XYZ,0.0
IXYIYY,4,XYYY,0.0
IXYIXZ,4,XXYZ,0.0
IXYIXX,4,XXXY,0.0
IXYIXI,3,XXY,0.0
IXYIIZ,3,XYZ,0.0
IXYIIX,3,XXY,0.0
IXYIII,2,XY,0.0
ZYIIZZ,4,YZZZ,0.0
ZYIIZX,4,XYZZ,0.0
ZYIIZI,3,YZZ,0.0
ZYIIYY,4,YYYZ,0.0
XYYYZZ,6,XYYYZZ,0.0
ZYIIXZ,4,XYZZ,0.0
ZYIIXX,4,XXYZ,0.0
IXXZYX,5,XXXYZ,0.0
IXXZYI,4,XXYZ,0.0
IXXZXY,5,XXXYZ,0.0
XZXYIX,5,XXXYZ,0.0
IXXZIY,4,XXYZ,0.0
ZYIXZZ,5,XYZZZ,0.0
ZYIXZX,5,XXYZZ,0.0
ZYIXZI,4,XYZZ,0.0
ZYIXYY,5,XYYYZ,0.0
ZYIXXZ,5,XXYZZ,0.0
ZYIXXX,5,XXXYZ,0.0
ZYIXXI,4,XXYZ,0.0
ZYIXIZ,4,XYZZ,0.0
ZYIXIX,4,XXYZ,0.0
ZYIXII,3,XYZ,0.0
IXYIZZ,4,XYZZ,0.0
ZYIZXI,4,XYZZ,0.0
ZYIZIZ,4,YZZZ,0.0
ZYIZIX,4,XYZZ,0.0
ZYIZII,3,YZZ,0.0
ZYIYZY,5,YYYZZ,0.0
ZYIYYZ,5,YYYZZ,0.0
ZYIYYX,5,XYYYZ,0.0
ZYIYYI,4,YYYZ,0.0
ZYIYXY,5,XYYYZ,0.0
XZXYII,4,XXYZ,0.0
ZYIYIY,4,YYYZ,0.0
XZXXZY,6,XXXYZZ,0.0
IXXZZY,5,XXYZZ,0.0
XZXXYZ,6,XXXYZZ,0.0
IXXZYZ,5,XXYZZ,0.0
XZXXYX,6,XXXXYZ,0.0
IXXYZI,4,XXYZ,0.0
IXXYYY,5,XXYYY,0.0
IXXYXZ,5,XXXYZ,0.0
IXXYXX,5,XXXXY,0.0
IXXYXI,4,XXXY,0.0
