train_f1,test_f1,train_bal,test_bal,dataset,n_qubits,seed,arm,k,n_live,n_train,k_over_n,gap_f1,gap_bal
0.9222222222222223,0.7417218543046358,0.9351238922047387,0.853570487483531,EColi,6,0,spectral,432,2080,1354,0.3190546528803545,0.1805003679175865,0.08155340472120765
0.9415041782729805,0.7368421052631579,0.9447368421052631,0.8525823451910408,EColi,6,0,spectral,648,2080,1354,0.47858197932053176,0.20466207300982264,0.09215449691422228
0.9415041782729805,0.7354838709677419,0.9447368421052631,0.8572727272727273,EColi,6,0,spectral,972,2080,1354,0.7178729689807977,0.20602030730523857,0.0874641148325358
0.9415041782729805,0.7417218543046358,0.9447368421052631,0.853570487483531,EColi,6,0,spectral,1458,2080,1354,1.0768094534711965,0.19978232396834472,0.09116635462173206
0.9415041782729805,0.7051282051282052,0.9447368421052631,0.8409749670619235,EColi,6,0,spectral,2080,2080,1354,1.536189069423929,0.23637597314477532,0.10376187504333956
0.0,0.0,0.5,0.5,EColi,6,0,random_live,1,2080,1354,0.0007385524372230429,0.0,0.0
0.020512820512820513,0.05063291139240506,0.5039744981009224,0.5113570487483531,EColi,6,0,random_live,2,2080,1354,0.0014771048744460858,-0.03012009087958455,-0.007382550647430652
0.010362694300518135,0.02564102564102564,0.5017724724181588,0.5046903820816865,EColi,6,0,random_live,3,2080,1354,0.0022156573116691287,-0.015278331340507505,-0.0029179096635276736
0.0,0.0,0.4991408934707904,0.49703557312252966,EColi,6,0,random_live,4,2080,1354,0.0029542097488921715,0.0,0.0021053203482607197
0.2077922077922078,0.2,0.5558554892385603,0.5540711462450593,EColi,6,0,random_live,6,2080,1354,0.004431314623338257,0.007792207792207795,0.0017843429935010535
0.3602941176470588,0.36363636363636365,0.6147721106890939,0.6185111989459815,EColi,6,0,random_live,8,2080,1354,0.005908419497784343,-0.003342245989304826,-0.003739088256887624
0.3595505617977528,0.4036697247706422,0.6138587448001447,0.6348089591567853,EColi,6,0,random_live,12,2080,1354,0.008862629246676515,-0.044119162972889425,-0.020950214356640573
0.4966887417218543,0.6060606060606061,0.6814749502622536,0.7498682476943346,EColi,6,0,random_live,16,2080,1354,0.011816838995568686,-0.10937186433875179,-0.068393297432081
0.6319018404907976,0.6911764705882353,0.7568773738469886,0.7994993412384717,EColi,6,0,random_live,24,2080,1354,0.01772525849335303,-0.05927463009743772,-0.04262196739148305
0.6375,0.6923076923076923,0.7563935612226442,0.7901185770750988,EColi,6,0,random_live,32,2080,1354,0.023633677991137372,-0.054807692307692335,-0.033725015852454576
0.6524390243902439,0.7368421052631579,0.7682627961656718,0.8177733860342555,EColi,6,0,random_live,48,2080,1354,0.03545051698670606,-0.08440308087291393,-0.0495105898685837
0.6823529411764706,0.6923076923076923,0.7906583468981733,0.7901185770750988,EColi,6,0,random_live,64,2080,1354,0.047267355982274745,-0.009954751131221684,0.0005397698230744652
0.7670454545454546,0.7142857142857143,0.8436652197504069,0.7940711462450593,EColi,6,0,random_live,96,2080,1354,0.07090103397341212,0.052759740259740284,0.04959407350534761
0.764367816091954,0.6617647058823529,0.8392611683848796,0.784189723320158,EColi,6,0,random_live,128,2080,1354,0.09453471196454949,0.10260311020960111,0.055071445064721614
0.9141274238227147,0.68,0.9316332067281606,0.8162845849802371,EColi,6,0,random_live,192,2080,1354,0.14180206794682423,0.23412742382271468,0.11534862174792349
0.9385474860335196,0.6709677419354839,0.9421052631578948,0.8189986824769433,EColi,6,0,random_live,288,2080,1354,0.21270310192023634,0.26757974409803564,0.12310658068095148
0.9415041782729805,0.7006369426751592,0.9447368421052631,0.8399868247694334,EColi,6,0,random_live,432,2080,1354,0.3190546528803545,0.2408672355978213,0.10475001733582967
0.9415041782729805,0.7354838709677419,0.9447368421052631,0.8572727272727273,EColi,6,0,random_live,648,2080,1354,0.47858197932053176,0.20602030730523857,0.0874641148325358
0.9415041782729805,0.7483870967741936,0.9447368421052631,0.864927536231884,EColi,6,0,random_live,972,2080,1354,0.7178729689807977,0.19311708149878692,0.07980930587337909
0.9418282548476454,0.7368421052631579,0.9469388677880268,0.8525823451910408,EColi,6,0,random_live,1458,2080,1354,1.0768094534711965,0.20498614958448758,0.09435652259698601
0.9418282548476454,0.7051282051282052,0.9469388677880268,0.8409749670619235,EColi,6,0,random_live,2080,2080,1354,1.536189069423929,0.23670004971944025,0.10596390072610329
0.36764705882352944,0.34782608695652173,0.6172995553643144,0.6153327580627763,EColi,6,1,spectral,1,2080,1354,0.0007385524372230429,0.01982097186700771,0.001966797301538037
0.3763837638376384,0.3333333333333333,0.6207643072289157,0.6084834429942833,EColi,6,1,spectral,2,2080,1354,0.0014771048744460858,0.04305043050430507,0.012280864234632483
0.48056537102473496,0.4247787610619469,0.6671866035570855,0.6486355301477726,EColi,6,1,spectral,3,2080,1354,0.0022156573116691287,0.05578660996278806,0.018551073409312835
0.6097560975609756,0.5384615384615384,0.7449261331038439,0.7180724840901737,EColi,6,1,spectral,4,2080,1354,0.0029542097488921715,0.07129455909943716,0.026853649013670267
0.6047904191616766,0.5588235294117647,0.7453788367756742,0.7356676733901413,EColi,6,1,spectral,6,2080,1354,0.004431314623338257,0.04596688974991192,0.009711163385532906
0.608433734939759,0.5671641791044776,0.7462394219736087,0.7376361773271491,EColi,6,1,spectral,8,2080,1354,0.005908419497784343,0.04126955583528147,0.008603244646459562
0.6219512195121951,0.6029411764705882,0.7509950516351118,0.7591683745011326,EColi,6,1,spectral,12,2080,1354,0.008862629246676515,0.019010043041606917,-0.008173322866020793
0.639751552795031,0.6074074074074074,0.7566112664945497,0.7601526264696365,EColi,6,1,spectral,16,2080,1354,0.011816838995568686,0.032344145387623646,-0.0035413599750868663
0.6461538461538462,0.656934306569343,0.7613893072289157,0.7895183906806169,EColi,6,1,spectral,24,2080,1354,0.01772525849335303,-0.01078046041549685,-0.028129083451701176
0.6909090909090909,0.6417910447761194,0.7865479776247848,0.7768040125121346,EColi,6,1,spectral,32,2080,1354,0.023633677991137372,0.04911804613297155,0.009743965112650188
0.7076023391812866,0.6206896551724138,0.802625681296615,0.7816443749325854,EColi,6,1,spectral,48,2080,1354,0.03545051698670606,0.08691268400887275,0.020981306364029617
0.7696793002915452,0.6268656716417911,0.8355744406196213,0.7689704454751375,EColi,6,1,spectral,64,2080,1354,0.047267355982274745,0.1428136286497541,0.06660399514448379
0.7932011331444759,0.6,0.8555471887550201,0.7767231150900658,EColi,6,1,spectral,96,2080,1354,0.07090103397341212,0.19320113314447596,0.07882407366495436
0.8674033149171271,0.6285714285714286,0.9032603628800918,0.778732067738108,EColi,6,1,spectral,128,2080,1354,0.09453471196454949,0.23883188634569852,0.12452829514198382
0.9030470914127424,0.6338028169014085,0.9218974110728628,0.7845971308380972,EColi,6,1,spectral,192,2080,1354,0.14180206794682423,0.2692442745113339,0.1373002802347656
0.9427792915531336,0.5972222222222222,0.9496602481353987,0.7669614928270952,EColi,6,1,spectral,288,2080,1354,0.21270310192023634,0.34555706933091135,0.18269875530830348
0.9513513513513514,0.6258503401360545,0.9574727481353987,0.7875094380325747,EColi,6,1,spectral,432,2080,1354,0.3190546528803545,0.32550101121529695,0.16996331010282406
0.9513513513513514,0.6382978723404256,0.9574727481353987,0.7855813828066012,EColi,6,1,spectral,648,2080,1354,0.47858197932053176,0.31305347901092584,0.17189136532879756
0.9510869565217391,0.6428571428571429,0.9552988740676993,0.7865656347751051,EColi,6,1,spectral,972,2080,1354,0.7178729689807977,0.30822981366459623,0.1687332392925942
0.9518716577540107,0.647887323943662,0.9618204962707975,0.7924306978750943,EColi,6,1,spectral,1458,2080,1354,1.0768094534711965,0.30398433381034873,0.16938979839570312
0.9518716577540107,0.6805555555555556,0.9618204962707975,0.8139628950490778,EColi,6,1,spectral,2080,2080,1354,1.536189069423929,0.27131610219845514,0.14785760122171965
0.0,0.0,0.5,0.5,EColi,6,1,random_live,1,2080,1354,0.0007385524372230429,0.0,0.0
0.26200873362445415,0.2127659574468085,0.5751129518072289,0.5576663790313883,EColi,6,1,random_live,2,2080,1354,0.0014771048744460858,0.049242776177645636,0.017446572775840608
0.2445414847161572,0.13186813186813187,0.569044033275961,0.5292848667889116,EColi,6,1,random_live,3,2080,1354,0.0022156573116691287,0.11267335284802532,0.03975916648704936
0.2575107296137339,0.1875,0.5733917814113597,0.5478643080573833,EColi,6,1,random_live,4,2080,1354,0.0029542097488921715,0.07001072961373389,0.025527473353976426
0.2564102564102564,0.22,0.5729614888123924,0.5595944342573617,EColi,6,1,random_live,6,2080,1354,0.004431314623338257,0.036410256410256386,0.013367054555030733
0.22510822510822512,0.24242424242424243,0.5621145295467584,0.5684122532628627,EColi,6,1,random_live,8,2080,1354,0.005908419497784343,-0.017316017316017313,-0.006297723716104264
0.3574144486692015,0.34615384615384615,0.6120688109581182,0.6104923956423256,EColi,6,1,random_live,12,2080,1354,0.008862629246676515,0.011260602515355378,0.0015764153157925564
0.37453183520599254,0.3853211009174312,0.619451018359151,0.6290718369107972,EColi,6,1,random_live,16,2080,1354,0.011816838995568686,-0.010789265711438678,-0.009620818551646204
0.5787781350482315,0.49645390070921985,0.7218965146299483,0.7072457124366304,EColi,6,1,random_live,24,2080,1354,0.01772525849335303,0.08232423433901165,0.014650802193317936
0.6358024691358025,0.49645390070921985,0.755750681296615,0.7072457124366304,EColi,6,1,random_live,32,2080,1354,0.023633677991137372,0.13934856842658266,0.048504968859984676
0.6904761904761905,0.5547445255474452,0.790035140562249,0.7346834214216373,EColi,6,1,random_live,48,2080,1354,0.03545051698670606,0.13573166492874522,0.055351719140611655
0.7714285714285715,0.5866666666666667,0.8416657702237522,0.7688895480530686,EColi,6,1,random_live,64,2080,1354,0.047267355982274745,0.1847619047619048,0.07277622217068358
0.8169014084507042,0.6111111111111112,0.8698588998852553,0.7747950598640923,EColi,6,1,random_live,96,2080,1354,0.07090103397341212,0.2057902973395931,0.09506384002116308
0.8804347826086957,0.6133333333333333,0.9158509036144578,0.7845566821270629,EColi,6,1,random_live,128,2080,1354,0.09453471196454949,0.2671014492753624,0.1312942214873949
0.948509485094851,0.631578947368421,0.9548685814687321,0.7982553122640492,EColi,6,1,random_live,192,2080,1354,0.14180206794682423,0.31693053772643,0.15661326920468288
0.9510869565217391,0.6474820143884892,0.9552988740676993,0.787549886743609,EColi,6,1,random_live,288,2080,1354,0.21270310192023634,0.30360494213324996,0.16774898732409027
0.9510869565217391,0.6394557823129252,0.9552988740676993,0.7953430050695718,EColi,6,1,random_live,432,2080,1354,0.3190546528803545,0.3116311742088139,0.15995586899812753
0.9510869565217391,0.6206896551724138,0.9552988740676993,0.7816443749325854,EColi,6,1,random_live,648,2080,1354,0.47858197932053176,0.3303973013493253,0.17365449913511388
0.9513513513513514,0.6524822695035462,0.9574727481353987,0.7934149498435983,EColi,6,1,random_live,972,2080,1354,0.7178729689807977,0.29886908184780525,0.16405779829180045
0.9513513513513514,0.6301369863013698,0.9574727481353987,0.7884936900010786,EColi,6,1,random_live,1458,2080,1354,1.0768094534711965,0.3212143650499816,0.16897905813432013
0.9518716577540107,0.6805555555555556,0.9618204962707975,0.8139628950490778,EColi,6,1,random_live,2080,2080,1354,1.536189069423929,0.27131610219845514,0.14785760122171965
0.5220338983050847,0.5616438356164384,0.6977049025175089,0.7210151802656547,EColi,6,2,spectral,1,2080,1354,0.0007385524372230429,-0.03960993731135365,-0.023310277748145758
0.5622775800711743,0.5441176470588235,0.7100747681241719,0.703534155597723,EColi,6,2,spectral,2,2080,1354,0.0014771048744460858,0.01815993301235086,0.006540612526448886
0.5428571428571428,0.5588235294117647,0.7008896460344501,0.7104245730550285,EColi,6,2,spectral,3,2080,1354,0.0022156573116691287,-0.015966386554621903,-0.009534927020578343
0.5460992907801419,0.5401459854014599,0.7032415294340337,0.7025260910815939,EColi,6,2,spectral,4,2080,1354,0.0029542097488921715,0.0059533053786819945,0.0007154383524398122
0.5182481751824818,0.5401459854014599,0.6874266515237555,0.7025260910815939,EColi,6,2,spectral,6,2080,1354,0.004431314623338257,-0.021897810218978075,-0.015099439557838434
0.5448028673835126,0.5571428571428572,0.7013155404126443,0.7132827324478178,EColi,6,2,spectral,8,2080,1354,0.005908419497784343,-0.012339989759344583,-0.01196719203517349
0.5773195876288659,0.6187050359712231,0.7218341851220897,0.7418524667931689,EColi,6,2,spectral,12,2080,1354,0.008862629246676515,-0.041385448342357134,-0.020018281671079108
0.609271523178808,0.6382978723404256,0.7427787242097292,0.7536171726755219,EColi,6,2,spectral,16,2080,1354,0.011816838995568686,-0.029026349161617615,-0.010838448465792627
0.6381578947368421,0.6433566433566433,0.7579452962332008,0.7584914611005693,EColi,6,2,spectral,24,2080,1354,0.01772525849335303,-0.005198748619801186,-0.0005461648673684705
0.6407766990291263,0.6382978723404256,0.7622231686541738,0.7536171726755219,EColi,6,2,spectral,32,2080,1354,0.023633677991137372,0.002478826688700697,0.00860599597865197
0.6495176848874598,0.6986301369863014,0.7677787242097294,0.7899193548387097,EColi,6,2,spectral,48,2080,1354,0.03545051698670606,-0.04911245209884163,-0.022140630628980307
0.6981132075471698,0.6293706293706294,0.7968341851220897,0.7516010436432637,EColi,6,2,spectral,64,2080,1354,0.047267355982274745,0.06874257817654039,0.045233141478825956
0.7378048780487805,0.6027397260273972,0.8246119628998676,0.7416864326375712,EColi,6,2,spectral,96,2080,1354,0.07090103397341212,0.13506515202138325,0.08292553026229643
0.8168168168168168,0.6442953020134228,0.8705375733484763,0.7662239089184061,EColi,6,2,spectral,128,2080,1354,0.09453471196454949,0.17252151480339406,0.10431366443007017
0.8724035608308606,0.5987261146496815,0.9040743895513912,0.7512689753320683,EColi,6,2,spectral,192,2080,1354,0.14180206794682423,0.27367744618117906,0.15280541421932292
0.9053254437869822,0.6163522012578616,0.922870528109029,0.7630336812144212,EColi,6,2,spectral,288,2080,1354,0.21270310192023634,0.2889732425291206,0.15983684689460786
0.9181286549707602,0.6624203821656051,0.9339816392201401,0.7857210626185959,EColi,6,2,spectral,432,2080,1354,0.3190546528803545,0.2557082728051552,0.14826057660154424
0.9391304347826087,0.6625,0.9487223168654174,0.7895872865275142,EColi,6,2,spectral,648,2080,1354,0.47858197932053176,0.27663043478260874,0.15913503033790322
0.9418604651162791,0.7105263157894737,0.9491482112436116,0.8045422201138519,EColi,6,2,spectral,972,2080,1354,0.7178729689807977,0.2313341493268054,0.1446059911297597
0.9418604651162791,0.6624203821656051,0.9491482112436116,0.7857210626185959,EColi,6,2,spectral,1458,2080,1354,1.0768094534711965,0.279440082950674,0.16342714862501573
0.9418604651162791,0.618421052631579,0.9491482112436116,0.7563092979127135,EColi,6,2,spectral,2080,2080,1354,1.536189069423929,0.3234394124847001,0.1928389133308981
0.0,0.0,0.5,0.5,EColi,6,2,random_live,1,2080,1354,0.0007385524372230429,0.0,0.0
0.0,0.0,0.4995741056218058,0.49798387096774194,EColi,6,2,random_live,2,2080,1354,0.0014771048744460858,0.0,0.0015902346540638823
0.010752688172043012,0.022988505747126436,0.5006483058868068,0.5048742884250474,EColi,6,2,random_live,3,2080,1354,0.0022156573116691287,-0.012235817575083425,-0.004225982538240691
0.03208556149732621,0.022988505747126436,0.5066297558205565,0.5048742884250474,EColi,6,2,random_live,4,2080,1354,0.0029542097488921715,0.00909705575019977,0.001755467395509025
0.042328042328042326,0.022988505747126436,0.5089816392201401,0.5048742884250474,EColi,6,2,random_live,6,2080,1354,0.004431314623338257,0.01933953658091589,0.0041073507950926125
0.07142857142857142,0.06818181818181818,0.5156113950406966,0.5176470588235295,EColi,6,2,random_live,8,2080,1354,0.005908419497784343,0.003246753246753248,-0.0020356637828328195
0.33064516129032256,0.3090909090909091,0.6023897406776453,0.5919354838709677,EColi,6,2,random_live,12,2080,1354,0.008862629246676515,0.02155425219941348,0.010454256806677553
0.3515625,0.3392857142857143,0.6117972742759796,0.6037001897533207,EColi,6,2,random_live,16,2080,1354,0.011816838995568686,0.012276785714285698,0.008097084522658893
0.5974025974025974,0.5774647887323944,0.740223357940564,0.7250474383301708,EColi,6,2,random_live,24,2080,1354,0.01772525849335303,0.019937808670203006,0.015175919610393218
0.6103896103896104,0.589041095890411,0.746630702252508,0.7347960151802657,EColi,6,2,random_live,32,2080,1354,0.023633677991137372,0.02134851449919939,0.011834687072242334
0.7409638554216867,0.6482758620689655,0.8293157296990347,0.7633657495256168,EColi,6,2,random_live,48,2080,1354,0.03545051698670606,0.09268799335272127,0.06594998017341791
0.7728613569321534,0.6573426573426573,0.851963846299451,0.7653818785578748,EColi,6,2,random_live,64,2080,1354,0.047267355982274745,0.11551869958949612,0.08658196774157623
0.8071216617210683,0.6973684210526315,0.8688339958356994,0.7976518026565464,EColi,6,2,random_live,96,2080,1354,0.07090103397341212,0.10975324066843672,0.07118219317915297
0.851963746223565,0.6875,0.8874077228847246,0.8033681214421253,EColi,6,2,random_live,128,2080,1354,0.09453471196454949,0.16446374622356497,0.08403960144259925
0.9321533923303835,0.6257668711656442,0.9384629945106947,0.7727822580645161,EColi,6,2,random_live,192,2080,1354,0.14180206794682423,0.3063865211647393,0.16568073644617864
0.9418604651162791,0.5952380952380952,0.9491482112436116,0.7608515180265655,EColi,6,2,random_live,288,2080,1354,0.21270310192023634,0.34662236987818384,0.18829669321704612
0.9418604651162791,0.6172839506172839,0.9491482112436116,0.7668999051233396,EColi,6,2,random_live,432,2080,1354,0.3190546528803545,0.32457651449899516,0.18224830612027199
0.9418604651162791,0.625,0.9491482112436116,0.7689160341555977,EColi,6,2,random_live,648,2080,1354,0.47858197932053176,0.3168604651162791,0.18023217708801387
0.9418604651162791,0.6666666666666666,0.9491482112436116,0.7905953510436432,EColi,6,2,random_live,972,2080,1354,0.7178729689807977,0.27519379844961245,0.1585528601999684
0.9418604651162791,0.632258064516129,0.9491482112436116,0.7670659392789374,EColi,6,2,random_live,1458,2080,1354,1.0768094534711965,0.3096024006001501,0.1820822719646742
0.9415204678362573,0.6,0.9467963278440281,0.7445445920303606,EColi,6,2,random_live,2080,2080,1354,1.536189069423929,0.34152046783625734,0.2022517358136675
0.36,0.36507936507936506,0.6149249025452878,0.6159895760621714,EColi,6,3,spectral,1,2080,1354,0.0007385524372230429,-0.005079365079365072,-0.001064673516883663
0.41605839416058393,0.4172661870503597,0.6435307268975006,0.643387314439946,EColi,6,3,spectral,2,2080,1354,0.0014771048744460858,-0.001207792889775794,0.00014341245755455923
0.4175824175824176,0.44285714285714284,0.6439558969655278,0.6558937130624971,EColi,6,3,spectral,3,2080,1354,0.0022156573116691287,-0.02527472527472524,-0.011937816096969311
0.45517241379310347,0.42758620689655175,0.6658354352977146,0.6508329843175578,EColi,6,3,spectral,4,2080,1354,0.0029542097488921715,0.027586206896551724,0.015002450980156845
0.4280442804428044,0.4264705882352941,0.6480403959336544,0.6464237516869096,EColi,6,3,spectral,6,2080,1354,0.004431314623338257,0.0015736922075103021,0.0016166442467447917
0.48184818481848185,0.46808510638297873,0.682947336237866,0.6684001116850482,EColi,6,3,spectral,8,2080,1354,0.005908419497784343,0.013763078435503118,0.014547224552817761
0.5909090909090909,0.5833333333333334,0.7390363448750287,0.7261971241100098,EColi,6,3,spectral,12,2080,1354,0.008862629246676515,0.007575757575757569,0.012839220765018866
0.65814696485623,0.6164383561643836,0.7757204005197584,0.7444506491693424,EColi,6,3,spectral,16,2080,1354,0.011816838995568686,0.04170860869184645,0.031269751350415986
0.6942675159235668,0.6447368421052632,0.7947001834441643,0.7654148634184932,EColi,6,3,spectral,24,2080,1354,0.01772525849335303,0.04953067381830367,0.02928532002567108
0.6984126984126984,0.6193548387096774,0.797509172208209,0.7556191539857602,EColi,6,3,spectral,32,2080,1354,0.023633677991137372,0.07905785970302093,0.041890018222448866
0.7192429022082019,0.6027397260273972,0.8095954674004433,0.737691376983573,EColi,6,3,spectral,48,2080,1354,0.03545051698670606,0.11650317618080464,0.07190409041687029
0.7453416149068323,0.6111111111111112,0.8268745700527402,0.7397156684815487,EColi,6,3,spectral,64,2080,1354,0.047267355982274745,0.1342305037957211,0.08715890157119155
0.7801857585139319,0.6709677419354839,0.8458543529771458,0.782656242728838,EColi,6,3,spectral,96,2080,1354,0.07090103397341212,0.10921801657844799,0.06319811024830779
0.8292682926829268,0.6535947712418301,0.8760700909577315,0.7711619898552748,EColi,6,3,spectral,128,2080,1354,0.09453471196454949,0.1756735214410967,0.10490810110245663
0.8562691131498471,0.6621621621621622,0.8894318963540473,0.7694634464144445,EColi,6,3,spectral,192,2080,1354,0.14180206794682423,0.19410695098768493,0.11996844993960276
0.8948948948948949,0.6802721088435374,0.9159883054345335,0.777234864349202,EColi,6,3,spectral,288,2080,1354,0.21270310192023634,0.21462278605135754,0.1387534410853315
0.9161676646706587,0.65,0.9284997706947948,0.7775955139838988,EColi,6,3,spectral,432,2080,1354,0.3190546528803545,0.26616766467065867,0.15090425671089602
0.9221556886227545,0.6580645161290323,0.931733929526867,0.7758969705430685,EColi,6,3,spectral,648,2080,1354,0.47858197932053176,0.26409117249372227,0.15583695898379846
0.9226190476190477,0.6490066225165563,0.9341177482228846,0.766427009167481,EColi,6,3,spectral,972,2080,1354,0.7178729689807977,0.2736124251024914,0.16769073905540366
0.9226190476190477,0.6622516556291391,0.9341177482228846,0.7731862813532504,EColi,6,3,spectral,1458,2080,1354,1.0768094534711965,0.26036739198990855,0.16093146686963422
0.9221556886227545,0.6887417218543046,0.931733929526867,0.7867048257247895,EColi,6,3,spectral,2080,2080,1354,1.536189069423929,0.23341396676844994,0.14502910380207745
0.0,0.0,0.5,0.5,EColi,6,3,random_live,1,2080,1354,0.0007385524372230429,0.0,0.0
0.12962962962962962,0.15384615384615385,0.5291217610639761,0.5368676997533621,EColi,6,3,random_live,2,2080,1354,0.0014771048744460858,-0.024216524216524232,-0.0077459386893860005
0.1388888888888889,0.1346153846153846,0.5323559198960484,0.5301084275675927,EColi,6,3,random_live,3,2080,1354,0.0022156573116691287,0.004273504273504286,0.002247492328455669
0.12962962962962962,0.1523809523809524,0.5291217610639761,0.5358555540043743,EColi,6,3,random_live,4,2080,1354,0.0029542097488921715,-0.022751322751322772,-0.00673379294039822
0.22317596566523606,0.2857142857142857,0.5607037758923794,0.5825189631904696,EColi,6,3,random_live,6,2080,1354,0.004431314623338257,-0.06253832004904963,-0.021815187298090177
0.2591093117408907,0.2689075630252101,0.5741563479324314,0.5757596910047,EColi,6,3,random_live,8,2080,1354,0.005908419497784343,-0.009798251284319381,-0.0016033430722686148
0.4338235294117647,0.4126984126984127,0.6508493846976993,0.6362673926194797,EColi,6,3,random_live,12,2080,1354,0.008862629246676515,0.021125116713352043,0.01458199207821953
0.4528301886792453,0.42424242424242425,0.657059734005962,0.6437130624970915,EColi,6,3,random_live,16,2080,1354,0.011816838995568686,0.02858776443682104,0.013346671508870478
0.4855072463768116,0.49635036496350365,0.6750219750821677,0.6792079668667691,EColi,6,3,random_live,24,2080,1354,0.01772525849335303,-0.010843118586692069,-0.004185991784601439
0.5555555555555556,0.5373134328358209,0.7119639990827792,0.6957629484852715,EColi,6,3,random_live,32,2080,1354,0.023633677991137372,0.018242122719734688,0.01620105059750765
0.6838709677419355,0.60431654676259,0.7866983872200566,0.731257852854949,EColi,6,3,random_live,48,2080,1354,0.03545051698670606,0.07955442097934551,0.05544053436510754
0.7278481012658228,0.6712328767123288,0.8132547963005428,0.7714877379124203,EColi,6,3,random_live,64,2080,1354,0.047267355982274745,0.05661522455349399,0.04176705838812245
0.8098159509202454,0.6756756756756757,0.8639837957654972,0.776222718600214,EColi,6,3,random_live,96,2080,1354,0.07090103397341212,0.13414027524456973,0.08776107716528325
0.844311377245509,0.6405228758169934,0.889689864709929,0.7644027176695053,EColi,6,3,random_live,128,2080,1354,0.09453471196454949,0.20378850142851557,0.12528714704042365
0.9161676646706587,0.6341463414634146,0.9284997706947948,0.7735469309879474,EColi,6,3,random_live,192,2080,1354,0.14180206794682423,0.28202132320724405,0.15495283970684748
0.9221556886227545,0.6794871794871795,0.931733929526867,0.7884033691656196,EColi,6,3,random_live,288,2080,1354,0.21270310192023634,0.24266850913557503,0.14333056036124736
0.9221556886227545,0.6274509803921569,0.931733929526867,0.7576434454837359,EColi,6,3,random_live,432,2080,1354,0.3190546528803545,0.2947047082305977,0.1740904840431311
0.9221556886227545,0.6838709677419355,0.931733929526867,0.7894155149146075,EColi,6,3,random_live,648,2080,1354,0.47858197932053176,0.2382847208808191,0.14231841461225947
0.9221556886227545,0.6878980891719745,0.931733929526867,0.7941504956024013,EColi,6,3,random_live,972,2080,1354,0.7178729689807977,0.23425759945078006,0.1375834339244657
0.9226190476190477,0.7058823529411765,0.9341177482228846,0.7981990785983526,EColi,6,3,random_live,1458,2080,1354,1.0768094534711965,0.21673669467787116,0.13591866962453203
0.9235294117647059,0.6842105263157895,0.9388853856149202,0.7856926799758016,EColi,6,3,random_live,2080,2080,1354,1.536189069423929,0.23931888544891644,0.15319270563911858
0.4263565891472868,0.390625,0.6443222019017996,0.6268324728010326,EColi,6,4,spectral,1,2080,1354,0.0007385524372230429,0.0357315891472868,0.01748972910076696
0.5087108013937283,0.5241379310344828,0.6904967623326566,0.6966393140328232,EColi,6,4,spectral,2,2080,1354,0.0014771048744460858,-0.015427129640754544,-0.006142551700166643
0.5211267605633803,0.5306122448979592,0.6950208564338138,0.7013069334316798,EColi,6,4,spectral,3,2080,1354,0.0022156573116691287,-0.009485484334578964,-0.006286076997865986
0.5306122448979592,0.5578231292517006,0.7037714384459197,0.7146989673612392,EColi,6,4,spectral,4,2080,1354,0.0029542097488921715,-0.027210884353741416,-0.010927528915319451
0.5547945205479452,0.5135135135135135,0.714370058897225,0.6935967176839388,EColi,6,4,spectral,6,2080,1354,0.004431314623338257,0.041281007034431716,0.020773341213286223
0.5723905723905723,0.5369127516778524,0.7252446850894498,0.7059745528305366,EColi,6,4,spectral,8,2080,1354,0.005908419497784343,0.03547782071271999,0.019270132258913275
0.5524475524475524,0.5405405405405406,0.7104195767271959,0.7069887516134981,EColi,6,4,spectral,12,2080,1354,0.008862629246676515,0.011907011907011822,0.003430825113697855
0.5993265993265994,0.5290322580645161,0.7382433554617935,0.7065853770975474,EColi,6,4,spectral,16,2080,1354,0.011816838995568686,0.07029434126208323,0.03165797836424611
0.6445182724252492,0.6496815286624203,0.762541460862386,0.771517149179421,EColi,6,4,spectral,24,2080,1354,0.01772525849335303,-0.0051632562371711765,-0.008975688317035102
0.6833855799373041,0.6707317073170732,0.793890912930989,0.7912018255578093,EColi,6,4,spectral,32,2080,1354,0.023633677991137372,0.012653872620230877,0.0026890873731797438
0.7092651757188498,0.6748466257668712,0.8029391011333036,0.7922160243407708,EColi,6,4,spectral,48,2080,1354,0.03545051698670606,0.03441854995197868,0.010723076792532815
0.7323076923076923,0.6540880503144654,0.8238387358457055,0.7761847685782777,EColi,6,4,spectral,64,2080,1354,0.047267355982274745,0.07821964199322695,0.04765396726742788
0.8249258160237388,0.6867469879518072,0.8837343816751388,0.8025654619214457,EColi,6,4,spectral,96,2080,1354,0.07090103397341212,0.1381788280719316,0.08116891975369311
0.8902077151335311,0.6748466257668712,0.9194807251990842,0.7922160243407708,EColi,6,4,spectral,128,2080,1354,0.09453471196454949,0.21536108936665999,0.12726470085831343
0.9212121212121213,0.6900584795321637,0.9289537222374225,0.8108865019361977,EColi,6,4,spectral,192,2080,1354,0.14180206794682423,0.23115364167995756,0.11806722030122474
0.9309309309309309,0.6904761904761905,0.937428298508609,0.8072330813203024,EColi,6,4,spectral,288,2080,1354,0.21270310192023634,0.24045474045474047,0.13019521718830662
0.9341317365269461,0.7176470588235294,0.9402531572656712,0.8252927346487184,EColi,6,4,spectral,432,2080,1354,0.3190546528803545,0.21648467770341673,0.11496042261695272
