train_f1,test_f1,train_bal,test_bal,dataset,n_qubits,seed,arm,k,n_live,n_train,k_over_n,gap_f1,gap_bal
0.80625,0.6962025316455697,0.8584594559566838,0.797287018255578,EColi,4,4,random_live,64,136,1354,0.047267355982274745,0.11004746835443036,0.06117243770110581
0.8012618296529969,0.7006369426751592,0.8532345472785834,0.7983012170385395,EColi,4,4,random_live,96,136,1354,0.07090103397341212,0.10062488697783767,0.054933330240043876
0.8037974683544303,0.7088607594936709,0.8536593561146072,0.8039830352203577,EColi,4,4,random_live,128,136,1354,0.09453471196454949,0.09493670886075944,0.04967632089424945
0.8037974683544303,0.7133757961783439,0.8536593561146072,0.8049972340033191,EColi,4,4,random_live,136,136,1354,0.10044313146233383,0.09042167217608643,0.048662122111288064
0.42857142857142855,0.5689655172413793,0.6450081389039609,0.7120948616600791,EColi,6,0,spectral,1,2080,1354,0.0007385524372230429,-0.1403940886699508,-0.06708672275611816
0.445993031358885,0.5470085470085471,0.6542457948996202,0.7034519104084321,EColi,6,0,spectral,2,2080,1354,0.0014771048744460858,-0.10101551564966205,-0.04920611550881193
0.46099290780141844,0.5853658536585366,0.6594546934346175,0.7281422924901186,EColi,6,0,spectral,3,2080,1354,0.0022156573116691287,-0.12437294585711811,-0.06868759905550115
0.47017543859649125,0.6016260162601627,0.6642882980647495,0.7357971014492753,EColi,6,0,spectral,4,2080,1354,0.0029542097488921715,-0.1314505776636714,-0.07150880338452581
0.5082508250825083,0.5967741935483871,0.6871676614215952,0.7348089591567852,EColi,6,0,spectral,6,2080,1354,0.004431314623338257,-0.08852336846587883,-0.04764129773518999
0.5372168284789643,0.6201550387596899,0.7029571351058057,0.752832674571805,EColi,6,0,spectral,8,2080,1354,0.005908419497784343,-0.08293821028072557,-0.04987553946599932
0.5370370370370371,0.5648854961832062,0.7087583649846265,0.7278919631093544,EColi,6,0,spectral,12,2080,1354,0.008862629246676515,-0.02784845914616907,-0.019133598124727924
0.5792682926829268,0.6511627906976745,0.7315292096219932,0.7681422924901187,EColi,6,0,spectral,16,2080,1354,0.011816838995568686,-0.07189449801474768,-0.03661308286812548
0.6144578313253012,0.6818181818181818,0.7512389220473865,0.7881422924901186,EColi,6,0,spectral,24,2080,1354,0.01772525849335303,-0.06736035049288058,-0.036903370442732064
0.6666666666666666,0.671875,0.7801320311086996,0.7767852437417655,EColi,6,0,spectral,32,2080,1354,0.023633677991137372,-0.00520833333333337,0.0033467873669340564
0.7093023255813954,0.6923076923076923,0.8073069271115934,0.7901185770750988,EColi,6,0,spectral,48,2080,1354,0.03545051698670606,0.016994633273703097,0.01718835003649455
0.7192982456140351,0.7313432835820896,0.8112271658527763,0.8167852437417655,EColi,6,0,spectral,64,2080,1354,0.047267355982274745,-0.01204503796805445,-0.00555807788898921
0.7851002865329513,0.6515151515151515,0.8510761439681678,0.772832674571805,EColi,6,0,spectral,96,2080,1354,0.07090103397341212,0.13358513501779978,0.07824346939636273
0.7954545454545454,0.6950354609929078,0.8589708808102731,0.8098682476943346,EColi,6,0,spectral,128,2080,1354,0.09453471196454949,0.10041908446163761,0.04910263311593843
0.8825214899713467,0.6944444444444444,0.9031153915717127,0.814558629776021,EColi,6,0,spectral,192,2080,1354,0.14180206794682423,0.1880770455269023,0.08855676179569172
0.9131652661064426,0.6802721088435374,0.9272291553626334,0.8115942028985508,EColi,6,0,spectral,288,2080,1354,0.21270310192023634,0.23289315726290516,0.11563495246408262
