p,SIM,VQC
0.0,0.8049777777777779,0.552711111111111
0.05,0.8096,0.552711111111111
0.1,0.8108444444444445,0.552711111111111
0.15,0.8094222222222223,0.552711111111111
0.2,0.8078222222222222,0.552711111111111
